201805310055207,20170309,rule_10.properties,3,0,0,400000
201805310055286,20170310,rule_10.properties,4,0,0,400000
201805310055355,20170311,rule_10.properties,4,5,-500,399500
201805310055414,20170312,rule_10.properties,4,5,1660,401160
201805310055446,20170313,rule_10.properties,1,1,-100,401060
201805310055485,20170314,rule_10.properties,2,2,320,401380
201805310055521,20170315,rule_10.properties,1,0,0,401380
201805310055582,20170317,rule_10.properties,1,1,170,401550
201805310055622,20170318,rule_10.properties,4,2,160,401710
201805310055658,20170319,rule_10.properties,3,0,0,401710
201805310055701,20170320,rule_10.properties,3,0,0,401710
201805310055751,20170321,rule_10.properties,5,5,-600,401110
201805310055791,20170322,rule_10.properties,4,3,1320,402430
201805310055827,20170323,rule_10.properties,2,1,80,402510
201805310055856,20170324,rule_10.properties,2,1,70,402580
201805310055892,20170325,rule_10.properties,2,2,-30,402550
201805310055937,20170326,rule_10.properties,3,3,1280,403830
201805310055975,20170327,rule_10.properties,1,1,-100,403730
20180531005532,20170328,rule_10.properties,1,1,620,404350
20180531005591,20170329,rule_10.properties,3,4,-400,403950
201805310055146,20170330,rule_10.properties,2,3,-400,403550
201805310055180,20170331,rule_10.properties,2,4,2850,406400
201805310055200,20170401,rule_10.properties,2,0,0,406400
201805310055233,20170402,rule_10.properties,3,3,-300,406100
201805310055262,20170403,rule_10.properties,2,3,-500,405600
201805310055289,20170404,rule_10.properties,2,2,-800,404800
201805310055329,20170405,rule_10.properties,3,4,-2600,402200
201805310055361,20170406,rule_10.properties,3,3,-6200,396000
201805310055387,20170407,rule_10.properties,1,1,-3200,392800
201805310055415,20170408,rule_10.properties,1,2,-10500,382300
201805310055443,20170409,rule_10.properties,1,1,-4800,377500
201805310055490,20170411,rule_10.properties,1,2,-19000,358500
201805310055521,20170412,rule_10.properties,2,4,101970,460470
201805310055547,20170413,rule_10.properties,2,2,700,461170
201805310055577,20170414,rule_10.properties,1,0,0,461170
201805310055608,20170415,rule_10.properties,1,1,109,461279
201805310055655,20170416,rule_10.properties,3,4,-230,461049
201805310055683,20170417,rule_10.properties,1,1,-200,460849
201805310055715,20170418,rule_10.properties,3,3,1400,462249
201805310055749,20170419,rule_10.properties,2,1,60,462309
201805310055779,20170420,rule_10.properties,3,0,0,462309
201805310055815,20170421,rule_10.properties,1,0,0,462309
201805310055858,20170422,rule_10.properties,2,0,0,462309
201805310055913,20170423,rule_10.properties,4,1,130,462439
201805310055954,20170424,rule_10.properties,2,0,0,462439
20180531005513,20170425,rule_10.properties,2,4,-500,461939
20180531005567,20170426,rule_10.properties,2,3,-900,461039
201805310055114,20170427,rule_10.properties,2,2,-1100,459939
201805310055151,20170428,rule_10.properties,3,2,-2300,457639
201805310055196,20170429,rule_10.properties,2,3,12500,470139
201805310055227,20170430,rule_10.properties,4,0,0,470139
201805310055254,20170501,rule_10.properties,3,0,0,470139
201805310055291,20170502,rule_10.properties,6,0,0,470139
201805310055330,20170503,rule_10.properties,3,0,0,470139
201805310055367,20170504,rule_10.properties,3,0,0,470139
201805310055404,20170505,rule_10.properties,7,0,0,470139
201805310055438,20170506,rule_10.properties,4,0,0,470139
201805310055481,20170507,rule_10.properties,6,1,80,470219
201805310055507,20170508,rule_10.properties,4,0,0,470219
201805310055532,20170509,rule_10.properties,3,0,0,470219
201805310055557,20170510,rule_10.properties,2,0,0,470219
201805310055604,20170511,rule_10.properties,4,4,-51,470168
201805310055640,20170512,rule_10.properties,2,3,-500,469668
201805310055678,20170513,rule_10.properties,3,1,1290,470958
201805310055711,20170514,rule_10.properties,2,0,0,470958
201805310055739,20170515,rule_10.properties,2,0,0,470958
201805310055766,20170516,rule_10.properties,2,0,0,470958
201805310055795,20170517,rule_10.properties,3,0,0,470958
201805310055878,20170521,rule_10.properties,1,1,-100,470858
201805310055920,20170523,rule_10.properties,1,1,-100,470758
201805310055943,20170524,rule_10.properties,1,1,-100,470658
201805310055977,20170525,rule_10.properties,3,2,880,471538
20180531005506,20170526,rule_10.properties,3,0,0,471538
20180531005545,20170527,rule_10.properties,1,2,-200,471338
20180531005585,20170528,rule_10.properties,2,2,-300,471038
201805310055122,20170529,rule_10.properties,1,1,-200,470838
201805310055154,20170530,rule_10.properties,1,1,-200,470638
201805310055198,20170531,rule_10.properties,2,3,-1000,469638
201805310055236,20170601,rule_10.properties,1,2,-1700,467938
201805310055265,20170602,rule_10.properties,1,2,6700,474638
201805310055296,20170603,rule_10.properties,1,2,-200,474438
201805310055322,20170604,rule_10.properties,1,1,760,475198
201805310055348,20170605,rule_10.properties,1,0,0,475198
201805310055423,20170607,rule_10.properties,2,3,-300,474898
201805310055467,20170608,rule_10.properties,2,2,650,475548
201805310055551,20170610,rule_10.properties,3,4,-400,475148
201805310055597,20170611,rule_10.properties,2,3,-800,474348
201805310055637,20170612,rule_10.properties,2,3,-1000,473348
201805310055670,20170613,rule_10.properties,2,3,-3600,469748
201805310055706,20170614,rule_10.properties,2,3,-8900,460848
201805310055744,20170615,rule_10.properties,1,2,-8400,452448
201805310055814,20170616,rule_10.properties,6,6,96700,549148
201805310055886,20170617,rule_10.properties,6,6,-1100,548048
201805310055962,20170618,rule_10.properties,6,7,-8400,539648
20180531005518,20170619,rule_10.properties,6,7,-33000,506648
20180531005549,20170620,rule_10.properties,2,3,91379,598027
20180531005578,20170621,rule_10.properties,2,0,0,598027
201805310055102,20170622,rule_10.properties,1,0,0,598027
