2F,121,17,13,1707,170700,291,167600,0.17,0.98,0.17,
2F,121,18,12,1504,150400,717,140960,0.48,0.94,0.45,
2F,121,21,13,1819,181900,291,163740,0.16,0.90,0.14,
2F,122,01,12,198,19800,78,18040,0.39,0.91,0.35,
2F,122,02,23,187,18700,19,17030,0.10,0.91,0.09,
2F,122,02,12,187,18700,68,17890,0.36,0.96,0.35,
2F,122,04,12,196,19600,73,18210,0.37,0.93,0.34,
2F,122,05,13,181,18100,19,16880,0.10,0.93,0.09,
2F,122,07,13,256,25600,32,25650,0.13,1.00,0.13,
2F,122,09,12,322,32200,142,31620,0.44,0.98,0.43,
2F,122,10,13,361,36100,38,34360,0.11,0.95,0.10,
2F,122,14,13,116,11600,14,10390,0.12,0.90,0.11,
2F,122,18,14,136,13600,15,12520,0.11,0.92,0.10,
2F,122,18,12,136,13600,54,13070,0.40,0.96,0.38,
2F,122,19,12,223,22300,90,21410,0.40,0.96,0.38,
2F,122,22,12,246,24600,105,23190,0.43,0.94,0.40,
2F,122,24,12,190,19000,89,17510,0.47,0.92,0.43,
2F,125,02,12,95,9500,28,8670,0.29,0.91,0.26,
2F,125,04,25,86,8600,10,7860,0.12,0.91,0.11,
2F,125,04,13,86,8600,10,7790,0.12,0.91,0.11,
2F,125,05,23,105,10500,10,9840,0.10,0.94,0.09,
2F,125,05,12,105,10500,33,9560,0.31,0.91,0.28,
2F,125,06,14,109,10900,12,10310,0.11,0.95,0.10,
2F,125,07,13,113,11300,13,11070,0.12,0.98,0.12,
2F,125,07,12,113,11300,38,11070,0.34,0.98,0.33,
2F,125,12,12,124,12400,43,11160,0.35,0.90,0.32,
2F,125,13,13,105,10500,15,10360,0.14,0.99,0.14,
2F,125,14,23,70,7000,7,6680,0.10,0.95,0.10,
2F,125,15,23,111,11100,11,11010,0.10,0.99,0.10,
2F,125,18,13,65,6500,9,5970,0.14,0.92,0.13,
2F,125,20,15,84,8400,12,7620,0.14,0.91,0.13,
2F,125,20,13,84,8400,12,7990,0.14,0.95,0.13,
2F,125,22,15,71,7100,9,6930,0.13,0.98,0.13,
2F,125,23,12,66,6600,23,6430,0.35,0.97,0.34,
2F,125,24,15,72,7200,8,6610,0.11,0.92,0.10,
2F,125,24,14,72,7200,8,7050,0.11,0.98,0.11,
2F,131,02,12,1455,145500,269,131240,0.18,0.90,0.16,
2F,131,03,14,1760,176000,202,158900,0.11,0.90,0.10,
2F,131,04,12,1458,145800,310,145230,0.21,1.00,0.21,
2F,131,05,12,1662,166200,323,151140,0.19,0.91,0.17,
2F,131,06,12,2032,203200,421,191350,0.21,0.94,0.20,
2F,131,07,12,1821,182100,336,163800,0.18,0.90,0.16,
2F,131,10,12,2006,200600,429,193030,0.21,0.96,0.20,
2F,131,11,12,1531,153100,346,144690,0.23,0.95,0.22,
2F,131,12,12,2126,212600,481,205840,0.23,0.97,0.22,
2F,131,13,12,1934,193400,409,182250,0.21,0.94,0.20,
2F,131,16,12,2165,216500,523,210600,0.24,0.97,0.23,
2F,131,18,12,1816,181600,436,164830,0.24,0.91,0.22,
2F,131,19,12,2215,221500,499,204830,0.23,0.92,0.21,
2F,131,20,12,2441,244100,502,220920,0.21,0.91,0.19,
2F,131,21,15,2475,247500,255,232710,0.10,0.94,0.09,
2F,131,22,12,1750,175000,395,167770,0.23,0.96,0.22,
2F,131,23,12,1934,193400,453,181720,0.23,0.94,0.22,
2F,133,01,12,83,8300,14,8150,0.17,0.98,0.17,
2F,133,03,23,93,9300,11,8550,0.12,0.92,0.11,
2F,133,04,34,114,11400,11,10970,0.10,0.96,0.10,
2F,133,05,13,110,11000,35,10580,0.32,0.96,0.31,
2F,133,08,12,183,18300,32,17370,0.17,0.95,0.16,
2F,133,12,13,176,17600,63,16040,0.36,0.91,0.33,
2F,133,13,15,165,16500,16,16220,0.10,0.98,0.10,
2F,133,13,12,165,16500,23,15490,0.14,0.94,0.13,
2F,133,16,14,229,22900,24,21710,0.10,0.95,0.10,
2F,133,17,13,160,16000,58,15180,0.36,0.95,0.34,
2F,133,19,14,149,14900,17,13970,0.11,0.94,0.10,
2F,133,19,12,149,14900,25,13450,0.17,0.90,0.15,
2F,133,20,14,164,16400,19,15350,0.12,0.94,0.11,
2F,133,23,12,110,11000,21,10870,0.19,0.99,0.19,
2F,133,24,13,152,15200,60,13960,0.39,0.92,0.36,
2F,135,02,15,115,11500,17,11400,0.15,0.99,0.15,
2F,135,03,35,91,9100,11,8210,0.12,0.90,0.11,
2F,135,03,15,91,9100,13,8630,0.14,0.95,0.13,
2F,135,05,13,98,9800,21,9700,0.21,0.99,0.21,
2F,135,06,15,104,10400,16,10230,0.15,0.98,0.15,
2F,135,06,13,104,10400,24,9410,0.23,0.90,0.21,
2F,135,09,35,71,7100,8,6600,0.11,0.93,0.10,
2F,135,10,15,105,10500,16,9450,0.15,0.90,0.14,
2F,135,11,14,94,9400,10,9430,0.11,1.00,0.11,
2F,135,12,35,99,9900,14,9850,0.14,0.99,0.14,
2F,135,13,12,88,8800,15,8120,0.17,0.92,0.16,
2F,135,14,14,61,6100,6,5790,0.10,0.95,0.10,
2F,135,14,13,61,6100,14,5930,0.23,0.97,0.22,
