2F,525,12,12,111,11100,14,12340,0.13,1.11,0.14,
2F,535,35,23,438,43800,50,67510,0.11,1.54,0.17,
2F,535,53,25,400,40000,42,46620,0.11,1.17,0.13,
2F,545,54,56,103,10300,11,14480,0.11,1.41,0.16,
2F,611,61,46,215,21500,25,29880,0.12,1.39,0.17,
2F,616,16,36,122,12200,18,15090,0.15,1.24,0.19,
2F,616,26,12,136,13600,27,15830,0.20,1.16,0.23,
2F,616,36,26,119,11900,18,17900,0.15,1.50,0.23,
2F,616,56,46,145,14500,14,17430,0.10,1.20,0.12,
2F,616,56,15,145,14500,14,16150,0.10,1.11,0.11,
2F,616,63,13,295,29500,30,36550,0.10,1.24,0.12,
2F,616,64,26,130,13000,19,15980,0.15,1.23,0.18,
2F,626,61,12,159,15900,20,17590,0.13,1.11,0.14,
2F,636,36,46,236,23600,23,26930,0.10,1.14,0.11,
2F,636,61,46,195,19500,21,22880,0.11,1.17,0.13,
2F,636,62,23,200,20000,23,25160,0.12,1.26,0.15,
2F,646,46,24,114,11400,13,25190,0.11,2.21,0.24,
