jyocd+level12,14_A1-B1,2079
jyocd+level12,14_A1-B2,122
jyocd+level12,14_A2-A1,906
jyocd+level12,14_A2-A2,974
jyocd+level12,14_A2-B1,3027
jyocd+level12,14_A2-B2,163
jyocd+level12,14_B1-A1,1231
jyocd+level12,14_B1-A2,2085
jyocd+level12,14_B1-B1,3323
jyocd+level12,14_B1-B2,234
jyocd+level12,14_B2-A1,55
jyocd+level12,14_B2-A2,93
jyocd+level12,14_B2-B1,208
jyocd+level12,14_B2-B2,25
jyocd+level12,15_A1-A1,2241
jyocd+level12,15_A1-A2,2880
jyocd+level12,15_A1-B1,1539
jyocd+level12,15_A1-B2,78
jyocd+level12,15_A2-A1,1212
jyocd+level12,15_A2-A2,1257
jyocd+level12,15_A2-B1,3852
jyocd+level12,15_A2-B2,221
jyocd+level12,15_B1-A1,1422
jyocd+level12,15_B1-A2,2049
jyocd+level12,15_B1-B1,4454
jyocd+level12,15_B1-B2,293
jyocd+level12,15_B2-A1,64
jyocd+level12,15_B2-A2,98
jyocd+level12,15_B2-B1,291
jyocd+level12,15_B2-B2,20
jyocd+level12,16_A1-A1,1571
jyocd+level12,16_A1-A2,2182
jyocd+level12,16_A1-B1,2629
jyocd+level12,16_A1-B2,122
jyocd+level12,16_A2-A1,1448
jyocd+level12,16_A2-A2,1187
jyocd+level12,16_A2-B1,3530
jyocd+level12,16_A2-B2,171
jyocd+level12,16_B1-A1,1527
jyocd+level12,16_B1-A2,2617
jyocd+level12,16_B1-B1,4203
jyocd+level12,16_B1-B2,277
jyocd+level12,16_B2-A1,69
jyocd+level12,16_B2-A2,118
jyocd+level12,16_B2-B1,266
jyocd+level12,16_B2-B2,24
jyocd+level12,17_A1-A1,1729
jyocd+level12,17_A1-A2,2121
jyocd+level12,17_A1-B1,2107
jyocd+level12,17_A1-B2,98
jyocd+level12,17_A2-A1,922
jyocd+level12,17_A2-A2,1290
jyocd+level12,17_A2-B1,3745
jyocd+level12,17_A2-B2,197
jyocd+level12,17_B1-A1,1545
jyocd+level12,17_B1-A2,2026
jyocd+level12,17_B1-B1,4044
jyocd+level12,17_B1-B2,364
jyocd+level12,17_B2-A1,89
jyocd+level12,17_B2-A2,115
jyocd+level12,17_B2-B1,268
jyocd+level12,17_B2-B2,41
jyocd+level12,18_A1-A1,1325
jyocd+level12,18_A1-A2,3165
jyocd+level12,18_A1-B1,2767
jyocd+level12,18_A1-B2,131
jyocd+level12,18_A2-A1,705
jyocd+level12,18_A2-A2,808
jyocd+level12,18_A2-B1,4323
jyocd+level12,18_A2-B2,201
jyocd+level12,18_B1-A1,2302
jyocd+level12,18_B1-A2,1870
jyocd+level12,18_B1-B1,2817
jyocd+level12,18_B1-B2,214
jyocd+level12,18_B2-A1,111
jyocd+level12,18_B2-A2,88
jyocd+level12,18_B2-B1,166
jyocd+level12,18_B2-B2,15
jyocd+level12,19_A1-A1,1410
jyocd+level12,19_A1-A2,1610
jyocd+level12,19_A1-B1,3156
jyocd+level12,19_A1-B2,164
jyocd+level12,19_A2-A1,1026
jyocd+level12,19_A2-A2,1081
jyocd+level12,19_A2-B1,4460
jyocd+level12,19_A2-B2,242
jyocd+level12,19_B1-A1,1562
jyocd+level12,19_B1-A2,2260
jyocd+level12,19_B1-B1,3267
jyocd+level12,19_B1-B2,237
jyocd+level12,19_B2-A1,83
jyocd+level12,19_B2-A2,113
jyocd+level12,19_B2-B1,199
jyocd+level12,19_B2-B2,17
jyocd+level12,20_A1-A1,1676
jyocd+level12,20_A1-A2,2426
jyocd+level12,20_A1-B1,2552
jyocd+level12,20_A1-B2,131
jyocd+level12,20_A2-A1,2069
jyocd+level12,20_A2-A2,1441
jyocd+level12,20_A2-B1,3243
jyocd+level12,20_A2-B2,189
jyocd+level12,20_B1-A1,1135
jyocd+level12,20_B1-A2,1540
jyocd+level12,20_B1-B1,4958
jyocd+level12,20_B1-B2,385
jyocd+level12,20_B2-A1,58
jyocd+level12,20_B2-A2,94
jyocd+level12,20_B2-B1,289
jyocd+level12,20_B2-B2,23
jyocd+level12,21_A1-A1,1647
jyocd+level12,21_A1-A2,1946
jyocd+level12,21_A1-B1,4682
jyocd+level12,21_A1-B2,199
jyocd+level12,21_A2-A1,1807
jyocd+level12,21_A2-A2,1279
jyocd+level12,21_A2-B1,4896
jyocd+level12,21_A2-B2,232
jyocd+level12,21_B1-A1,1167
jyocd+level12,21_B1-A2,1727
jyocd+level12,21_B1-B1,2084
jyocd+level12,21_B1-B2,123
jyocd+level12,21_B2-A1,29
jyocd+level12,21_B2-A2,48
jyocd+level12,21_B2-B1,78
jyocd+level12,21_B2-B2,5
jyocd+level12,22_A1-A1,1555
jyocd+level12,22_A1-A2,1989
jyocd+level12,22_A1-B1,2259
jyocd+level12,22_A1-B2,114
jyocd+level12,22_A2-A1,1122
jyocd+level12,22_A2-A2,1261
jyocd+level12,22_A2-B1,3105
jyocd+level12,22_A2-B2,201
jyocd+level12,22_B1-A1,1977
jyocd+level12,22_B1-A2,2537
jyocd+level12,22_B1-B1,4798
jyocd+level12,22_B1-B2,371
jyocd+level12,22_B2-A1,98
jyocd+level12,22_B2-A2,147
jyocd+level12,22_B2-B1,293
jyocd+level12,22_B2-B2,26
jyocd+level12,23_A1-A1,1474
jyocd+level12,23_A1-A2,1993
jyocd+level12,23_A1-B1,2729
jyocd+level12,23_A1-B2,170
jyocd+level12,23_A2-A1,1673
jyocd+level12,23_A2-A2,1356
jyocd+level12,23_A2-B1,3221
jyocd+level12,23_A2-B2,191
jyocd+level12,23_B1-A1,2048
jyocd+level12,23_B1-A2,2078
jyocd+level12,23_B1-B1,3821
jyocd+level12,23_B1-B2,322
jyocd+level12,23_B2-A1,116
jyocd+level12,23_B2-A2,123
jyocd+level12,23_B2-B1,238
jyocd+level12,23_B2-B2,28
jyocd+level12,24_A1-A1,1770
jyocd+level12,24_A1-A2,2465
jyocd+level12,24_A1-B1,3339
jyocd+level12,24_A1-B2,141
jyocd+level12,24_A2-A1,1078
jyocd+level12,24_A2-A2,1568
jyocd+level12,24_A2-B1,3753
jyocd+level12,24_A2-B2,178
jyocd+level12,24_B1-A1,1496
jyocd+level12,24_B1-A2,1341
jyocd+level12,24_B1-B1,3442
jyocd+level12,24_B1-B2,298
jyocd+level12,24_B2-A1,69
jyocd+level12,24_B2-A2,69
jyocd+level12,24_B2-B1,129
jyocd+level12,24_B2-B2,16
jyocd+mm,01_01,2151
jyocd+mm,01_02,1626
jyocd+mm,01_03,1725
jyocd+mm,01_04,1640
jyocd+mm,01_05,2186
jyocd+mm,01_06,1623
jyocd+mm,01_07,1791
jyocd+mm,01_08,1848
jyocd+mm,01_09,1576
jyocd+mm,01_10,1673
jyocd+mm,01_11,1849
jyocd+mm,01_12,1926
jyocd+mm,02_01,2387
jyocd+mm,02_02,1873
jyocd+mm,02_03,1562
jyocd+mm,02_04,1568
jyocd+mm,02_05,2066
jyocd+mm,02_06,1882
jyocd+mm,02_07,2065
jyocd+mm,02_08,1431
jyocd+mm,02_09,1531
jyocd+mm,02_10,1491
jyocd+mm,02_11,1897
jyocd+mm,02_12,1868
jyocd+mm,03_01,1994
jyocd+mm,03_02,1864
jyocd+mm,03_03,1606
jyocd+mm,03_04,1348
jyocd+mm,03_05,1381
jyocd+mm,03_06,1333
jyocd+mm,03_07,1098
jyocd+mm,03_08,1329
jyocd+mm,03_09,1567
jyocd+mm,03_10,1636
jyocd+mm,03_11,1737
jyocd+mm,03_12,1813
jyocd+mm,04_01,2058
jyocd+mm,04_02,1831
jyocd+mm,04_03,1501
jyocd+mm,04_04,1919
jyocd+mm,04_05,1949
jyocd+mm,04_06,1341
jyocd+mm,04_07,1794
jyocd+mm,04_08,2078
jyocd+mm,04_09,1908
jyocd+mm,04_10,1471
jyocd+mm,04_11,1525
jyocd+mm,04_12,1567
jyocd+mm,05_01,2193
jyocd+mm,05_02,1501
jyocd+mm,05_03,1708
jyocd+mm,05_04,1503
jyocd+mm,05_05,2261
jyocd+mm,05_06,1901
jyocd+mm,05_07,1718
jyocd+mm,05_08,1970
jyocd+mm,05_09,1530
jyocd+mm,05_10,1528
jyocd+mm,05_11,1725
jyocd+mm,05_12,1806
jyocd+mm,06_01,2267
jyocd+mm,06_02,1609
jyocd+mm,06_03,1837
jyocd+mm,06_04,2208
jyocd+mm,06_05,2316
jyocd+mm,06_06,2173
jyocd+mm,06_07,2022
jyocd+mm,06_08,2223
jyocd+mm,06_09,1783
jyocd+mm,06_10,1309
jyocd+mm,06_11,1108
jyocd+mm,06_12,2036
jyocd+mm,07_01,2128
jyocd+mm,07_02,1891
jyocd+mm,07_03,1881
jyocd+mm,07_04,1510
jyocd+mm,07_05,2108
jyocd+mm,07_06,1554
jyocd+mm,07_07,1623
jyocd+mm,07_08,1745
jyocd+mm,07_09,1659
jyocd+mm,07_10,1647
jyocd+mm,07_11,1538
jyocd+mm,07_12,2250
jyocd+mm,08_01,2249
jyocd+mm,08_02,1604
jyocd+mm,08_03,1931
jyocd+mm,08_04,1561
jyocd+mm,08_05,2387
jyocd+mm,08_06,2048
jyocd+mm,08_07,1984
jyocd+mm,08_08,1977
jyocd+mm,08_09,1871
jyocd+mm,08_10,1590
jyocd+mm,08_11,1833
jyocd+mm,08_12,2058
jyocd+mm,09_01,1948
jyocd+mm,09_02,1178
jyocd+mm,09_03,1831
jyocd+mm,09_04,1653
jyocd+mm,09_05,2026
jyocd+mm,09_06,1954
jyocd+mm,09_07,1764
jyocd+mm,09_08,1949
jyocd+mm,09_09,1662
jyocd+mm,09_10,1873
jyocd+mm,09_11,1889
jyocd+mm,09_12,2052
jyocd+mm,10_01,2135
jyocd+mm,10_02,1581
jyocd+mm,10_03,1582
jyocd+mm,10_04,1620
jyocd+mm,10_05,2276
jyocd+mm,10_06,1718
jyocd+mm,10_07,1706
jyocd+mm,10_08,2007
jyocd+mm,10_09,1281
jyocd+mm,10_10,1878
jyocd+mm,10_11,1849
jyocd+mm,10_12,1809
jyocd+mm,11_01,2021
jyocd+mm,11_02,1177
jyocd+mm,11_03,1178
jyocd+mm,11_04,1377
jyocd+mm,11_05,1857
jyocd+mm,11_06,1926
jyocd+mm,11_07,1764
jyocd+mm,11_08,1775
jyocd+mm,11_09,1468
jyocd+mm,11_10,1652
jyocd+mm,11_11,1585
jyocd+mm,11_12,1638
jyocd+mm,12_01,1873
jyocd+mm,12_02,1398
jyocd+mm,12_03,1923
jyocd+mm,12_04,1858
jyocd+mm,12_05,1970
jyocd+mm,12_06,1619
jyocd+mm,12_07,1763
jyocd+mm,12_08,1721
jyocd+mm,12_09,1657
