201805310009804,20170309,23,唐津,５日目,ip,0,0,,,399900,1,,Bet{2F/12/100/1.4},13/3.6/2,0,100,N,0,ABBBBB
201805310009812,20170309,23,唐津,５日目,ip,1,0,,,399800,3,,Bet{2F/12/100/4.7},35/25.8/7,1,100,N,0,ABABBB
201805310009817,20170309,10,三国,２日目,ip,2,0,,,399700,1,,Bet{2F/13/100/5.2},15/2.7/2,1,100,N,0,ABBBBB
201805310009822,20170309,23,唐津,５日目,ip,0,0,,,400640,10,,Bet{2F/14/200/5.7},14/5.7/3,1,200,Y,1140,AAAABA
201805310009828,20170309,23,唐津,５日目,ip,0,0,,,400540,11,,Bet{2F/12/100/2.0},15/8.8/4,0,100,N,0,AAAABB
201805310009834,20170309,23,唐津,５日目,ip,1,0,,,400440,12,,Bet{2F/14/100/6.6},16/14.1/5,1,100,N,0,AAABAA
201805310009839,20170309,22,福岡,４日目,ip,2,0,,,400340,10,,Bet{2F/14/100/7.5},12/2.9/2,1,100,N,0,AABBBA
201805310009843,20170309,15,丸亀,初日,G3,0,0,,,401100,1,,Bet{2F/13/200/4.8},13/4.8/2,1,200,Y,960,ABBBBB
201805310009848,20170309,22,福岡,４日目,ip,0,0,,,401000,11,,Bet{2F/12/100/2.5},15/14.0/4,0,100,N,0,AAAABA
201805310009853,20170309,05,多摩川,最終日,ip,1,0,,,400900,11,,Bet{2F/14/100/4.9},12/2.0/1,1,100,N,0,AAAAAB
201805310009857,20170309,02,戸田,初日,ip,2,0,,,400700,12,,Bet{2F/13/200/4.0},34/24.4/9,1,200,N,0,AAAAAA
201805310009862,20170309,05,多摩川,最終日,ip,3,0,,,400400,12,,Bet{2F/14/300/4.4},13/3.7/1,1,300,N,0,ABAABA
201805310009869,20170309,19,下関,２日目,ip,4,0,,,400000,11,,Bet{2F/24/400/4.4},14/3.9/2,1,400,N,0,AABABA
201805310009874,20170309,19,下関,２日目,ip,0,0,,,402040,12,,Bet{2F/14/300/7.8},14/7.8/3,1,300,Y,2340,AAAAAA
201805310009879,20170309,20,若松,３日目,ip,0,0,,,402040,8,,,12/2.5/2,0,0,S,0,AAABBB
201805310009943,20170310,23,唐津,最終日,ip,0,0,,,402040,1,,,12/4.2/3,0,0,S,0,ABBBBB
201805310009991,20170311,21,芦屋,初日,ip,0,0,,,402080,1,,Bet{2F/12/100/1.4},12/1.4/1,0,100,Y,140,ABBBBB
201805310009997,20170311,21,芦屋,初日,ip,0,0,,,402080,2,,,15/9.7/4,0,0,S,0,ABBABB
20180531000945,20170312,21,芦屋,２日目,ip,0,0,,,402220,1,,Bet{2F/12/100/2.4},12/2.4/1,0,100,Y,240,ABBBBB
20180531000950,20170312,21,芦屋,２日目,ip,0,0,,,402220,4,,,12/2.5/2,0,0,S,0,AAABBB
20180531000987,20170313,21,芦屋,３日目,ip,0,0,,,402120,1,,Bet{2F/12/100/2.7},13/5.0/3,0,100,N,0,ABBBBB
20180531000992,20170313,21,芦屋,３日目,ip,0,0,,,402420,4,,Bet{2F/12/100/4.0},12/4.0/3,1,100,Y,400,ABAABB
20180531000996,20170313,24,大村,２日目,ip,0,0,,,402420,1,,,12/3.3/2,0,0,S,0,ABBBBB
201805310009134,20170314,21,芦屋,４日目,ip,0,0,,,402560,1,,Bet{2F/12/100/2.4},12/2.4/1,0,100,Y,240,ABBBBB
201805310009139,20170314,21,芦屋,４日目,ip,0,0,,,402560,2,,,14/1.8/1,0,0,S,0,ABBABB
201805310009179,20170315,21,芦屋,最終日,ip,0,0,,,402460,1,,Bet{2F/12/100/2.7},15/4.6/3,0,100,N,0,ABBBBB
201805310009186,20170315,21,芦屋,最終日,ip,1,0,,,402360,4,,Bet{2F/15/100/9.1},35/29.8/6,1,100,N,0,AAABBB
201805310009190,20170315,21,芦屋,最終日,ip,2,0,,,402260,5,,Bet{2F/13/100/4.9},15/10.8/6,1,100,N,0,AABBBB
201805310009195,20170315,24,大村,４日目,ip,3,0,,,402060,1,,Bet{2F/14/200/4.2},12/1.7/1,1,200,N,0,ABBBBB
201805310009201,20170315,24,大村,４日目,ip,0,0,,,403140,2,,Bet{2F/13/300/4.6},13/4.6/2,1,300,Y,1380,ABBBBB
201805310009205,20170315,24,大村,４日目,ip,0,0,,,403140,3,,,15/3.0/1,0,0,S,0,AAAABB
201805310009245,20170316,18,徳山,初日,ip,0,0,,,403140,1,,,15/4.3/3,0,0,S,0,ABBBBB
201805310009277,20170317,23,唐津,４日目,ip,0,0,,,403140,1,,,14/2.5/1,0,0,S,0,ABBBBB
201805310009309,20170318,18,徳山,３日目,ip,0,0,,,403140,1,,,13/3.2/1,0,0,S,0,ABBBBB
201805310009350,20170319,18,徳山,４日目,ip,0,0,,,403140,1,,,14/2.5/1,0,0,S,0,ABBBBB
201805310009396,20170320,18,徳山,５日目,ip,0,0,,,403260,1,,Bet{2F/12/100/2.2},12/2.2/1,0,100,Y,220,ABBBBB
201805310009401,20170320,18,徳山,５日目,ip,0,0,,,403260,2,,,15/2.0/1,0,0,S,0,ABBAAB
201805310009435,20170321,21,芦屋,初日,ip,0,0,,,403260,1,,,12/2.6/2,0,0,S,0,ABBBBB
201805310009465,20170322,21,芦屋,２日目,ip,0,0,,,403260,2,,,14/1.3/1,0,0,S,0,ABBABB
201805310009496,20170323,21,芦屋,３日目,ip,0,0,,,403160,1,,Bet{2F/12/100/2.6},13/3.5/3,0,100,N,0,ABBBBB
201805310009501,20170323,21,芦屋,３日目,ip,1,0,,,403060,3,,Bet{2F/35/100/5.0},12/7.8/3,1,100,N,0,ABABAB
201805310009506,20170323,21,芦屋,３日目,ip,2,0,,,402960,4,,Bet{2F/16/100/11.0},12/2.8/2,1,100,N,0,AAABBA
201805310009510,20170323,11,びわこ,最終日,ip,3,0,,,402760,1,,Bet{2F/14/200/4.2},12/2.0/1,1,200,N,0,ABBBBB
201805310009516,20170323,24,大村,４日目,ip,4,0,,,402660,1,,Bet{2F/23/100/34.2},12/3.9/3,1,100,N,0,ABBBBB
201805310009521,20170323,21,芦屋,３日目,ip,5,0,,,402360,8,,Bet{2F/13/300/4.8},12/1.4/1,1,300,N,0,AABBBB
201805310009526,20170323,13,尼崎,最終日,G3,6,0,,,401860,7,,Bet{2F/15/500/4.6},34/43.2/10,1,500,N,0,ABBBAA
201805310009531,20170323,09,津,５日目,ip,7,0,,,401260,8,,Bet{2F/36/600/5.4},16/8.2/3,1,600,N,0,ABABBA
201805310009537,20170323,11,びわこ,最終日,ip,8,0,,,400660,8,,Bet{2F/14/600/7.3},12/3.6/2,1,600,N,0,ABABBA
201805310009543,20170323,24,大村,４日目,ip,9,0,,,399160,6,,Bet{2F/13/1500/4.3},12/2.4/1,1,1500,N,0,BBBBBB
201805310009549,20170323,21,芦屋,３日目,ip,0,0,,,406720,12,,Bet{2F/15/1200/7.3},15/7.3/3,1,1200,Y,8760,AAABAA
201805310009554,20170323,11,びわこ,最終日,ip,0,0,,,406620,10,,Bet{2F/12/100/2.1},36/58.7/13,0,100,N,0,AAAAAB
201805310009559,20170323,10,三国,最終日,ip,1,0,,,406520,11,,Bet{2F/14/100/4.4},15/7.6/3,1,100,N,0,AABABA
201805310009564,20170323,06,浜名湖,最終日,ip,2,0,,,406420,10,,Bet{2F/13/100/4.9},15/18.1/5,1,100,N,0,AAABBA
201805310009569,20170323,10,三国,最終日,ip,3,0,,,406320,12,,Bet{2F/15/100/6.7},14/7.4/4,1,100,N,0,AAAAAA
201805310009575,20170323,14,鳴門,３日目,ip,4,0,,,406120,12,,Bet{2F/15/200/7.0},13/7.5/4,1,200,N,0,ABBAAB
201805310009580,20170323,06,浜名湖,最終日,ip,0,0,,,407560,12,,Bet{2F/16/300/5.8},16/5.8/2,1,300,Y,1740,AAAABA
201805310009586,20170323,01,桐生,３日目,ip,0,0,,,407460,6,,Bet{2F/12/100/1.6},13/4.4/3,0,100,N,0,ABBBBB
201805310009591,20170323,24,大村,４日目,ip,1,0,,,407360,12,,Bet{2F/14/100/7.6},12/1.8/1,1,100,N,0,AAAAAB
201805310009596,20170323,15,丸亀,５日目,ip,2,0,,,407260,7,,Bet{2F/15/100/4.6},13/4.8/3,1,100,N,0,ABABAA
201805310009601,20170323,01,桐生,３日目,ip,3,0,,,407060,9,,Bet{2F/23/200/4.8},24/21.8/7,1,200,N,0,BABBAA
201805310009606,20170323,15,丸亀,５日目,ip,4,0,,,406960,10,,Bet{2F/14/100/10.2},15/13.1/5,1,100,N,0,AAAAAA
201805310009611,20170323,01,桐生,３日目,ip,5,0,,,406660,11,,Bet{2F/16/300/6.3},13/2.8/2,1,300,N,0,AAAAAA
201805310009615,20170323,01,桐生,３日目,ip,6,0,,,406160,12,,Bet{2F/13/500/4.4},12/1.5/1,1,500,N,0,AAAAAA
201805310009646,20170324,21,芦屋,４日目,ip,7,0,,,405360,1,,Bet{2F/15/800/4.3},14/10.5/4,1,800,N,0,ABBBBB
201805310009653,20170324,21,芦屋,４日目,ip,8,0,,,404860,2,,Bet{2F/13/500/9.3},14/1.5/1,1,500,N,0,ABBABB
201805310009659,20170324,21,芦屋,４日目,ip,9,0,,,404060,4,,Bet{2F/14/800/7.2},45/97.1/8,1,800,N,0,AABABB
201805310009665,20170324,21,芦屋,４日目,ip,10,0,,,403460,5,,Bet{2F/14/600/12.0},26/47.7/9,1,600,N,0,AABBBB
201805310009670,20170324,14,鳴門,４日目,ip,11,0,,,401660,1,,Bet{2F/12/1800/5.3},13/1.4/1,1,1800,N,0,ABABBB
