ymd	sime	jyocd	raceno	description	pattern	bettype	predict_rank123	result_rank123	bet_kumiban	bet_odds	bet_oddsrank	result_kumiban	result_odds	result_oddsrank	result_amt	hity	hitn	betamt	hitamt
20180102	1709	01	5	0013	1_B1	1T	123	342	1	0.00	0	3	2.40	2	240	0	1	100	0
20180102	1052	24	1	0013	1_B1	1T	132	123	1	0.00	0	1	1.20	1	120	1	0	100	120
20180102	1101	16	2	0013	1_B1	1T	145	143	1	0.00	0	1	1.39	1	140	1	0	100	140
20180102	1116	12	2	0013	1_B1	1T	131	235	1	0.00	0	2	3.00	2	300	0	1	100	0
20180102	1122	24	2	0013	1_B1	1T	124	235	1	0.00	0	2	6.90	3	690	0	1	100	0
20180102	1143	12	3	0013	1_B1	1T	142	146	1	0.00	0	1	1.89	2	190	1	0	100	190
20180102	1153	24	3	0013	1_B1	1T	124	213	1	0.00	0	2	2.59	3	260	0	1	100	0
20180102	1158	16	4	0013	1_B1	1T	124	145	1	0.00	0	1	1.10	1	110	1	0	100	110
20180102	1212	12	4	0013	1_B1	1T	152	146	1	0.00	0	1	1.79	1	180	1	0	100	180
20180102	1225	24	4	0013	1_B1	1T	152	152	1	0.00	0	1	1.29	1	130	1	0	100	130
20180102	1228	16	5	0013	1_B1	1T	134	154	1	0.00	0	1	1.00	2	100	1	0	100	100
20180102	1329	16	7	0013	1_B1	1T	136	132	1	0.00	0	1	1.00	1	100	1	0	100	100
20180102	1341	12	7	0013	1_B1	1T	134	453	1	0.00	0	4	2.20	2	220	0	1	100	0
20180102	1509	24	9	0013	1_B1	1T	134	136	1	0.00	0	1	2.50	1	250	1	0	100	250
20180102	1548	01	2	0013	1_B1	1T	124	134	1	0.00	0	1	2.70	2	270	1	0	100	270
20180102	1615	01	3	0013	1_B1	1T	125	541	1	0.00	0	5	2.90	2	290	0	1	100	0
20180102	1642	01	4	0013	1_B1	1T	124	324	1	0.00	0	3	2.20	2	220	0	1	100	0
20180102	1909	01	9	0013	1_B1	1T	115	246	1	0.00	0	2	1.60	1	160	0	1	100	0
20180103	1105	11	2	0013	1_B1	1T	116	412	1	0.00	0	4	3.09	3	310	0	1	100	0
20180103	1114	22	2	0013	1_B1	1T	126	126	1	0.00	0	1	2.40	1	240	1	0	100	240
20180103	1132	11	3	0013	1_B1	1T	125	356	1	0.00	0	3	3.00	2	300	0	1	100	0
20180103	1140	05	3	0013	1_B1	1T	134	431	1	0.00	0	4	11.50	5	1150	0	1	100	0
20180103	1409	22	8	0013	1_B1	1T	133	243	1	0.00	0	2	6.19	3	620	0	1	100	0
20180103	1432	11	9	0013	1_B1	1T	124	213	1	0.00	0	2	2.20	1	220	0	1	100	0
20180103	1149	02	3	0013	1_B1	1T	126	235	1	0.00	0	2	3.70	2	370	0	1	100	0
20180103	1159	11	4	0013	1_B1	1T	114	123	1	0.00	0	1	6.00	5	600	1	0	100	600
20180103	1207	05	4	0013	1_B1	1T	154	126	1	0.00	0	1	3.00	2	300	1	0	100	300
20180103	1215	02	4	0013	1_B1	1T	155	125	1	0.00	0	1	1.79	1	180	1	0	100	180
20180103	1259	05	6	0013	1_B1	1T	166	154	1	0.00	0	1	1.39	1	140	1	0	100	140
20180103	1307	22	6	0013	1_B1	1T	122	521	1	0.00	0	5	4.80	3	480	0	1	100	0
20180106	1412	17	8	0013	1_B1	1T	135	351	1	0.00	0	3	3.50	3	350	0	1	100	0
20180104	1037	13	1	0013	1_B1	1T	132	145	1	0.00	0	1	2.70	2	270	1	0	100	270
20180104	1103	13	2	0013	1_B1	1T	143	432	1	0.00	0	4	3.40	2	340	0	1	100	0
20180104	1129	13	3	0013	1_B1	1T	125	215	1	0.00	0	2	2.29	1	230	0	1	100	0
20180104	1155	13	4	0013	1_B1	1T	122	523	1	0.00	0	5	2.59	2	260	0	1	100	0
20180104	1252	13	6	0013	1_B1	1T	141	465	1	0.00	0	4	2.40	1	240	0	1	100	0
20180105	1518	20	1	0013	1_B1	1T	122	124	1	0.00	0	1	2.09	1	210	1	0	100	210
20180105	1545	20	2	0013	1_B1	1T	123	365	1	0.00	0	3	2.09	2	210	0	1	100	0
20180105	1607	19	3	0013	1_B1	1T	112	132	1	0.00	0	1	1.70	1	170	1	0	100	170
20180105	1615	20	3	0013	1_B1	1T	133	563	1	0.00	0	5	4.19	2	420	0	1	100	0
20180105	1726	19	6	0013	1_B1	1T	144	316	1	0.00	0	3	1.39	1	140	0	1	100	0
20180106	1052	23	5	0013	1_B1	1T	132	123	1	0.00	0	1	1.60	1	160	1	0	100	160
20180106	1121	23	6	0013	1_B1	1T	124	126	1	0.00	0	1	1.50	1	150	1	0	100	150
20180106	1210	17	4	0013	1_B1	1T	142	234	1	0.00	0	2	2.00	1	200	0	1	100	0
20180106	1326	23	10	0013	1_B1	1T	114	146	1	0.00	0	1	3.59	2	360	1	0	100	360
20180106	1341	17	7	0013	1_B1	1T	132	136	1	0.00	0	1	3.50	2	350	1	0	100	350
20180108	1103	14	2	0013	1_B1	1T	166	241	1	0.00	0	2	3.09	3	310	0	1	100	0
20180107	1047	06	1	0013	1_B1	1T	116	561	1	0.00	0	5	3.20	2	320	0	1	100	0
20180107	1059	09	2	0013	1_B1	1T	156	165	1	0.00	0	1	1.00	1	100	1	0	100	100
20180107	1113	06	2	0013	1_B1	1T	156	152	1	0.00	0	1	2.09	2	210	1	0	100	210
20180107	1128	24	2	0013	1_B1	1T	123	356	1	0.00	0	3	1.20	1	120	0	1	100	0
20180107	1202	24	3	0013	1_B1	1T	116	135	1	0.00	0	1	4.69	2	470	1	0	100	470
20180107	1254	09	6	0013	1_B1	1T	123	326	1	0.00	0	3	15.39	5	1540	0	1	100	0
20180107	1442	06	9	0013	1_B1	1T	113	342	1	0.00	0	3	3.70	3	370	0	1	100	0
20180107	1606	15	3	0013	1_B1	1T	134	432	1	0.00	0	4	6.59	5	660	0	1	100	0
20180107	1618	24	11	0013	1_B1	1T	142	423	1	0.00	0	4	5.59	3	560	0	1	100	0
20180107	1727	15	6	0013	1_B1	1T	125	125	1	0.00	0	1	4.09	2	410	1	0	100	410
20180107	1754	15	7	0013	1_B1	1T	134	234	1	0.00	0	2	2.09	2	210	0	1	100	0
20180107	1853	15	9	0013	1_B1	1T	135	134	1	0.00	0	1	2.40	1	240	1	0	100	240
20180108	1204	14	4	0013	1_B1	1T	126	245	1	0.00	0	2	3.29	3	330	0	1	100	0
20180108	1400	14	8	0013	1_B1	1T	145	321	1	0.00	0	3	5.40	3	540	0	1	100	0
20180111	1037	13	1	0013	1_B1	1T	122	453	1	0.00	0	4	3.50	2	350	0	1	100	0
20180109	1135	03	2	0013	1_B1	1T	123	314	1	0.00	0	3	5.80	3	580	0	1	100	0
20180109	1521	07	1	0013	1_B1	1T	132	314	1	0.00	0	3	3.79	1	380	0	1	100	0
20180109	1617	07	3	0013	1_B1	1T	155	513	1	0.00	0	5	2.09	1	210	0	1	100	0
20180109	1645	07	4	0013	1_B1	1T	135	521	1	0.00	0	5	5.40	2	540	0	1	100	0
20180109	1713	07	5	0013	1_B1	1T	112	653	1	0.00	0	6	2.50	3	250	0	1	100	0
20180109	1840	07	8	0013	1_B1	1T	132	265	1	0.00	0	2	1.39	1	140	0	1	100	0
20180111	1122	16	3	0013	1_B1	1T	133	215	1	0.00	0	2	2.90	2	290	0	1	100	0
20180111	1123	10	3	0013	1_B1	1T	125	126	1	0.00	0	1	2.09	1	210	1	0	100	210
20180111	1126	04	2	0013	1_B1	1T	155	145	1	0.00	0	1	2.70	2	270	1	0	100	270
20180111	1150	10	4	0013	1_B1	1T	166	453	1	0.00	0	4	2.20	1	220	0	1	100	0
20180111	1150	16	4	0013	1_B1	1T	126	536	1	0.00	0	5	22.10	6	2210	0	1	100	0
20180111	1151	04	3	0013	1_B1	1T	126	214	1	0.00	0	2	2.09	1	210	0	1	100	0
20180111	1155	13	4	0013	1_B1	1T	134	341	1	0.00	0	3	12.39	6	1240	0	1	100	0
20180111	1218	04	4	0013	1_B1	1T	142	145	1	0.00	0	1	3.40	3	340	1	0	100	340
20180111	1220	16	5	0013	1_B1	1T	123	615	1	0.00	0	6	24.00	6	2400	0	1	100	0
20180111	1246	10	6	0013	1_B1	1T	136	132	1	0.00	0	1	2.59	1	260	1	0	100	260
20180111	1314	10	7	0013	1_B1	1T	115	235	1	0.00	0	2	3.29	1	330	0	1	100	0
20180111	1314	04	6	0013	1_B1	1T	146	364	1	0.00	0	3	8.19	5	820	0	1	100	0
20180111	1321	16	7	0013	1_B1	1T	122	152	1	0.00	0	1	3.09	5	310	1	0	100	310
20180111	1343	10	8	0013	1_B1	1T	122	134	1	0.00	0	1	2.50	1	250	1	0	100	250
20180111	1352	16	8	0013	1_B1	1T	154	231	1	0.00	0	2	4.19	3	420	0	1	100	0
20180111	1412	10	9	0013	1_B1	1T	134	154	1	0.00	0	1	4.00	2	400	1	0	100	400
20180111	1520	01	1	0013	1_B1	1T	144	143	1	0.00	0	1	1.89	1	190	1	0	100	190
20180111	1612	01	3	0013	1_B1	1T	133	342	1	0.00	0	3	1.79	1	180	0	1	100	0
20180111	1639	01	4	0013	1_B1	1T	116	142	1	0.00	0	1	3.79	3	380	1	0	100	380
20180111	1055	16	2	0013	1_B1	1T	145	421	1	0.00	0	4	3.70	2	370	0	1	100	0
20180113	1447	06	9	0013	1_B1	1T	112	134	1	0.00	0	1	6.19	3	620	1	0	100	620
20180113	1052	06	1	0013	1_B1	1T	155	351	1	0.00	0	3	4.59	3	460	0	1	100	0
20180113	1118	06	2	0013	1_B1	1T	123	142	1	0.00	0	1	2.20	1	220	1	0	100	220
20180113	1126	09	3	0013	1_B1	1T	122	312	1	0.00	0	3	2.29	2	230	0	1	100	0
20180113	1146	18	7	0013	1_B1	1T	123	263	1	0.00	0	2	4.59	4	460	0	1	100	0
20180113	1154	09	4	0013	1_B1	1T	123	253	1	0.00	0	2	6.19	5	620	0	1	100	0
20180113	1219	18	8	0013	1_B1	1T	112	213	1	0.00	0	2	2.70	2	270	0	1	100	0
20180113	1244	06	5	0013	1_B1	1T	113	123	1	0.00	0	1	2.29	1	230	1	0	100	230
20180113	1252	18	9	0013	1_B1	1T	125	214	1	0.00	0	2	3.79	4	380	0	1	100	0
20180113	1323	09	7	0013	1_B1	1T	143	423	1	0.00	0	4	3.59	3	360	0	1	100	0
20180112	1105	11	2	0013	1_B1	1T	132	312	1	0.00	0	3	9.50	4	950	0	1	100	0
20180112	1114	08	2	0013	1_B1	1T	132	215	1	0.00	0	2	4.59	3	460	0	1	100	0
20180112	1124	02	2	0013	1_B1	1T	142	412	1	0.00	0	4	1.00	1	100	0	1	100	0
20180112	1132	11	3	0013	1_B1	1T	166	324	1	0.00	0	3	4.19	4	420	0	1	100	0
20180112	1141	08	3	0013	1_B1	1T	125	135	1	0.00	0	1	3.70	3	370	1	0	100	370
20180112	1400	11	8	0013	1_B1	1T	164	526	1	0.00	0	5	30.20	5	3020	0	1	100	0
20180112	1406	08	8	0013	1_B1	1T	114	342	1	0.00	0	3	1.50	1	150	0	1	100	0
20180113	1518	20	1	0013	1_B1	1T	125	123	1	0.00	0	1	1.50	1	150	1	0	100	150
20180113	1615	20	3	0013	1_B1	1T	122	132	1	0.00	0	1	1.79	1	180	1	0	100	180
20180113	1646	20	4	0013	1_B1	1T	136	624	1	0.00	0	6	13.89	6	1390	0	1	100	0
20180114	1342	17	7	0013	1_B1	1T	144	142	1	0.00	0	1	2.29	3	230	1	0	100	230
20180114	1113	17	2	0013	1_B1	1T	125	324	1	0.00	0	3	7.80	4	780	0	1	100	0
20180114	1141	17	3	0013	1_B1	1T	126	123	1	0.00	0	1	2.29	4	230	1	0	100	230
20180114	1142	05	3	0013	1_B1	1T	144	132	1	0.00	0	1	1.50	2	150	1	0	100	150
20180114	1209	05	4	0013	1_B1	1T	122	546	1	0.00	0	5	30.70	6	3070	0	1	100	0
20180114	1210	17	4	0013	1_B1	1T	122	213	1	0.00	0	2	1.10	1	110	0	1	100	0
20180114	1311	17	6	0013	1_B1	1T	124	512	1	0.00	0	5	11.69	5	1170	0	1	100	0
20180114	1413	17	8	0013	1_B1	1T	142	142	1	0.00	0	1	1.89	3	190	1	0	100	190
20180114	1542	19	2	0013	1_B1	1T	126	241	1	0.00	0	2	3.79	2	380	0	1	100	0
20180114	1632	19	4	0013	1_B1	1T	112	614	1	0.00	0	6	8.30	5	830	0	1	100	0
20180118	1111	14	2	0013	1_B1	1T	134	123	1	0.00	0	1	1.79	1	180	1	0	100	180
20180115	1052	23	5	0013	1_B1	1T	124	412	1	0.00	0	4	6.80	4	680	0	1	100	0
20180115	1150	23	7	0013	1_B1	1T	122	126	1	0.00	0	1	2.20	1	220	1	0	100	220
20180115	1220	23	8	0013	1_B1	1T	155	315	1	0.00	0	3	1.60	1	160	0	1	100	0
20180115	1251	23	9	0013	1_B1	1T	132	124	1	0.00	0	1	4.09	2	410	1	0	100	410
20180116	1634	12	4	0013	1_B1	1T	125	421	1	0.00	0	4	3.09	2	310	0	1	100	0
20180116	1733	12	6	0013	1_B1	1T	122	321	1	0.00	0	3	1.79	1	180	0	1	100	0
20180118	1521	07	1	0013	1_B1	1T	113	154	1	0.00	0	1	1.20	1	120	1	0	100	120
20180118	1617	07	3	0013	1_B1	1T	113	162	1	0.00	0	1	1.79	1	180	1	0	100	180
20180118	1645	07	4	0013	1_B1	1T	124	214	1	0.00	0	2	4.50	4	450	0	1	100	0
20180118	1209	14	4	0013	1_B1	1T	145	245	1	0.00	0	2	11.19	5	1120	0	1	100	0
20180118	1303	14	6	0013	1_B1	1T	112	154	1	0.00	0	1	1.79	1	180	1	0	100	180
20180118	1407	14	8	0013	1_B1	1T	155	543	1	0.00	0	5	3.00	2	300	0	1	100	0
20180118	1439	14	9	0013	1_B1	1T	125	142	1	0.00	0	1	3.00	2	300	1	0	100	300
20180120	1122	16	3	0013	1_B1	1T	134	231	1	0.00	0	2	1.89	2	190	0	1	100	0
20180119	1314	06	6	0013	1_B1	1T	144	143	1	0.00	0	1	3.70	3	370	1	0	100	370
20180119	1048	08	1	0013	1_B1	1T	113	241	1	0.00	0	2	3.20	4	320	0	1	100	0
20180119	1052	06	1	0013	1_B1	1T	133	143	1	0.00	0	1	1.20	1	120	1	0	100	120
20180119	1118	06	2	0013	1_B1	1T	114	254	1	0.00	0	2	3.29	3	330	0	1	100	0
20180119	1145	06	3	0013	1_B1	1T	152	162	1	0.00	0	1	4.69	3	470	1	0	100	470
20180120	1853	15	9	0013	1_B1	1T	113	245	1	0.00	0	2	1.79	1	180	0	1	100	0
20180120	1123	10	3	0013	1_B1	1T	134	345	1	0.00	0	3	2.50	3	250	0	1	100	0
20180120	1150	16	4	0013	1_B1	1T	133	125	1	0.00	0	1	1.70	1	170	1	0	100	170
20180120	1220	16	5	0013	1_B1	1T	122	216	1	0.00	0	2	6.00	3	600	0	1	100	0
20180120	1321	16	7	0013	1_B1	1T	122	132	1	0.00	0	1	1.79	2	180	1	0	100	180
20180120	1343	10	8	0013	1_B1	1T	123	163	1	0.00	0	1	3.29	3	330	1	0	100	330
20180120	1412	10	9	0013	1_B1	1T	135	321	1	0.00	0	3	1.79	3	180	0	1	100	0
20180120	1540	15	2	0013	1_B1	1T	123	136	1	0.00	0	1	4.00	2	400	1	0	100	400
20180120	1633	15	4	0013	1_B1	1T	144	126	1	0.00	0	1	3.00	1	300	1	0	100	300
20180120	1727	15	6	0013	1_B1	1T	136	124	1	0.00	0	1	3.20	2	320	1	0	100	320
20180121	1043	18	5	0013	1_B1	1T	135	342	1	0.00	0	3	7.09	3	710	0	1	100	0
20180121	1219	18	8	0013	1_B1	1T	124	215	1	0.00	0	2	1.29	2	130	0	1	100	0
20180121	1224	03	4	0013	1_B1	1T	135	213	1	0.00	0	2	3.90	2	390	0	1	100	0
20180121	1252	03	5	0013	1_B1	1T	125	312	1	0.00	0	3	5.50	3	550	0	1	100	0
20180121	1252	18	9	0013	1_B1	1T	124	214	1	0.00	0	2	12.00	5	1200	0	1	100	0
20180121	1349	03	7	0013	1_B1	1T	115	145	1	0.00	0	1	5.19	3	520	1	0	100	520
20180125	1059	09	2	0013	1_B1	1T	135	134	1	0.00	0	1	1.10	1	110	1	0	100	110
20180124	1101	02	1	0013	1_B1	1T	133	214	1	0.00	0	2	6.19	3	620	0	1	100	0
20180122	1518	20	1	0013	1_B1	1T	145	214	1	0.00	0	2	2.90	3	290	0	1	100	0
20180122	1545	20	2	0013	1_B1	1T	136	421	1	0.00	0	4	16.29	5	1630	0	1	100	0
20180122	1615	20	3	0013	1_B1	1T	142	235	1	0.00	0	2	4.50	3	450	0	1	100	0
20180122	1646	20	4	0013	1_B1	1T	165	235	1	0.00	0	2	3.29	2	330	0	1	100	0
20180123	1129	17	2	0013	1_B1	1T	114	352	1	0.00	0	3	3.09	2	310	0	1	100	0
20180123	1157	17	3	0013	1_B1	1T	114	234	1	0.00	0	2	1.50	2	150	0	1	100	0
20180123	1258	17	5	0013	1_B1	1T	155	156	1	0.00	0	1	1.29	3	130	1	0	100	130
20180123	1328	17	6	0013	1_B1	1T	156	251	1	0.00	0	2	1.00	3	100	0	1	100	0
20180123	1614	19	3	0013	1_B1	1T	166	261	1	0.00	0	2	2.50	1	250	0	1	100	0
20180123	1931	19	10	0013	1_B1	1T	121	134	1	0.00	0	1	1.89	1	190	1	0	100	190
20180126	1052	06	1	0013	1_B1	1T	133	215	1	0.00	0	2	8.10	2	810	0	1	100	0
20180126	1105	11	2	0013	1_B1	1T	112	612	1	0.00	0	6	13.30	6	1330	0	1	100	0
20180126	1116	05	2	0013	1_B1	1T	125	132	1	0.00	0	1	8.50	4	850	1	0	100	850
20180126	1132	11	3	0013	1_B1	1T	153	452	1	0.00	0	4	7.00	4	700	0	1	100	0
20180126	1141	08	3	0013	1_B1	1T	163	251	1	0.00	0	2	9.60	4	960	0	1	100	0
20180126	1612	01	3	0013	1_B1	1T	134	316	1	0.00	0	3	2.79	2	280	0	1	100	0
20180126	1145	06	3	0013	1_B1	1T	133	512	1	0.00	0	5	6.50	5	650	0	1	100	0
20180126	1159	11	4	0013	1_B1	1T	122	145	1	0.00	0	1	3.09	2	310	1	0	100	310
20180126	1244	06	5	0013	1_B1	1T	124	436	1	0.00	0	4	16.20	5	1620	0	1	100	0
20180126	1306	05	6	0013	1_B1	1T	122	153	1	0.00	0	1	1.39	1	140	1	0	100	140
20180126	1314	06	6	0013	1_B1	1T	112	136	1	0.00	0	1	3.70	3	370	1	0	100	370
20180126	1329	11	7	0013	1_B1	1T	143	124	1	0.00	0	1	6.19	3	620	1	0	100	620
20180126	1336	05	7	0013	1_B1	1T	142	123	1	0.00	0	1	3.29	2	330	1	0	100	330
20180126	1406	08	8	0013	1_B1	1T	162	216	1	0.00	0	2	13.19	4	1320	0	1	100	0
20180126	1546	01	2	0013	1_B1	1T	144	412	1	0.00	0	4	8.00	5	800	0	1	100	0
20180127	1103	13	2	0013	1_B1	1T	144	142	1	0.00	0	1	1.70	1	170	1	0	100	170
20180127	1116	14	2	0013	1_B1	1T	166	345	1	0.00	0	3	10.60	4	1060	0	1	100	0
20180127	1151	21	7	0013	1_B1	1T	111	465	1	0.00	0	4	7.69	4	770	0	1	100	0
20180127	1211	14	4	0013	1_B1	1T	115	356	1	0.00	0	3	3.29	2	330	0	1	100	0
20180127	1255	21	9	0013	1_B1	1T	126	146	1	0.00	0	1	1.60	1	160	1	0	100	160
20180127	1305	14	6	0013	1_B1	1T	122	153	1	0.00	0	1	4.40	3	440	1	0	100	440
20180128	1353	24	6	0013	1_B1	1T	115	631	1	0.00	0	6	4.69	2	470	0	1	100	0
20180128	1459	24	8	0013	1_B1	1T	112	163	1	0.00	0	1	2.29	1	230	1	0	100	230
20180128	1518	12	1	0013	1_B1	1T	142	541	1	0.00	0	5	10.10	5	1010	0	1	100	0
20180128	1532	24	9	0013	1_B1	1T	116	213	1	0.00	0	2	2.00	1	200	0	1	100	0
20180128	1543	12	2	0013	1_B1	1T	143	453	1	0.00	0	4	3.09	3	310	0	1	100	0
20180128	1608	12	3	0013	1_B1	1T	132	436	1	0.00	0	4	2.50	2	250	0	1	100	0
20180128	1730	12	6	0013	1_B1	1T	123	341	1	0.00	0	3	5.50	3	550	0	1	100	0
20180130	1126	10	3	0013	1_B1	1T	112	164	1	0.00	0	1	1.39	1	140	1	0	100	140
20180129	1055	16	2	0013	1_B1	1T	116	123	1	0.00	0	1	1.20	3	120	1	0	100	120
20180129	1150	16	4	0013	1_B1	1T	143	143	1	0.00	0	1	2.59	4	260	1	0	100	260
20180129	1321	16	7	0013	1_B1	1T	142	134	1	0.00	0	1	1.70	2	170	1	0	100	170
20180129	1540	15	2	0013	1_B1	1T	112	135	1	0.00	0	1	1.39	2	140	1	0	100	140
20180129	1612	15	3	0013	1_B1	1T	162	514	1	0.00	0	5	4.80	4	480	0	1	100	0
20180129	1637	15	4	0013	1_B1	1T	115	435	1	0.00	0	4	4.69	3	470	0	1	100	0
20180129	1754	15	7	0013	1_B1	1T	122	136	1	0.00	0	1	2.79	2	280	1	0	100	280
20180129	1853	15	9	0013	1_B1	1T	124	123	1	0.00	0	1	3.79	3	380	1	0	100	380
20180202	1346	04	7	0013	1_B1	1T	164	465	1	0.00	0	4	2.40	1	240	0	1	100	0
20180131	1549	07	2	0013	1_B1	1T	153	132	1	0.00	0	1	2.40	1	240	1	0	100	240
20180131	1617	07	3	0013	1_B1	1T	126	124	1	0.00	0	1	1.50	1	150	1	0	100	150
20180131	1645	07	4	0013	1_B1	1T	123	241	1	0.00	0	2	4.80	2	480	0	1	100	0
20180131	1713	07	5	0013	1_B1	1T	156	156	1	0.00	0	1	1.29	1	130	1	0	100	130
20180131	1742	07	6	0013	1_B1	1T	123	124	1	0.00	0	1	2.59	2	260	1	0	100	260
20180201	1101	02	1	0013	1_B1	1T	164	432	1	0.00	0	4	26.70	5	2670	0	1	100	0
20180201	1139	03	2	0013	1_B1	1T	125	421	1	0.00	0	4	1.89	1	190	0	1	100	0
20180201	1152	02	3	0013	1_B1	1T	123	321	1	0.00	0	3	4.50	3	450	0	1	100	0
20180201	1206	03	3	0013	1_B1	1T	133	126	1	0.00	0	1	2.20	1	220	1	0	100	220
20180201	1219	02	4	0013	1_B1	1T	126	134	1	0.00	0	1	2.40	1	240	1	0	100	240
20180201	1304	03	5	0013	1_B1	1T	125	214	1	0.00	0	2	7.00	4	700	0	1	100	0
20180201	1331	03	6	0013	1_B1	1T	146	132	1	0.00	0	1	4.50	2	450	1	0	100	450
20180202	1150	23	7	0013	1_B1	1T	145	134	1	0.00	0	1	2.59	2	260	1	0	100	260
20180202	1152	04	3	0013	1_B1	1T	125	645	1	0.00	0	6	1.79	1	180	0	1	100	0
20180202	1219	04	4	0013	1_B1	1T	122	135	1	0.00	0	1	3.50	2	350	1	0	100	350
20180202	1251	23	9	0013	1_B1	1T	144	124	1	0.00	0	1	2.20	1	220	1	0	100	220
20180202	1316	04	6	0013	1_B1	1T	144	453	1	0.00	0	4	3.79	4	380	0	1	100	0
20180202	1416	04	8	0013	1_B1	1T	124	246	1	0.00	0	2	1.79	1	180	0	1	100	0
20180203	1114	08	2	0013	1_B1	1T	134	321	1	0.00	0	3	6.00	4	600	0	1	100	0
20180203	1336	08	7	0013	1_B1	1T	145	462	1	0.00	0	4	2.79	2	280	0	1	100	0
20180203	1406	08	8	0013	1_B1	1T	164	641	1	0.00	0	6	10.00	4	1000	0	1	100	0
20180203	1518	20	1	0013	1_B1	1T	116	125	1	0.00	0	1	1.10	1	110	1	0	100	110
20180203	1520	01	1	0013	1_B1	1T	123	412	1	0.00	0	4	3.29	3	330	0	1	100	0
20180203	1610	20	3	0013	1_B1	1T	133	234	1	0.00	0	2	1.50	2	150	0	1	100	0
20180203	1614	01	3	0013	1_B1	1T	145	134	1	0.00	0	1	3.20	2	320	1	0	100	320
20180203	1637	20	4	0013	1_B1	1T	153	314	1	0.00	0	3	1.50	2	150	0	1	100	0
20180203	1641	01	4	0013	1_B1	1T	146	536	1	0.00	0	5	68.19	6	6820	0	1	100	0
20180203	1708	01	5	0013	1_B1	1T	115	243	1	0.00	0	2	1.29	1	130	0	1	100	0
20180204	1149	24	2	0013	1_B1	1T	134	125	1	0.00	0	1	1.60	1	160	1	0	100	160
20180204	1205	05	3	0013	1_B1	1T	113	123	1	0.00	0	1	2.50	1	250	1	0	100	250
20180204	1221	24	3	0013	1_B1	1T	133	325	1	0.00	0	3	1.60	1	160	0	1	100	0
20180204	1253	24	4	0013	1_B1	1T	136	234	1	0.00	0	2	3.79	3	380	0	1	100	0
20180204	1258	17	5	0013	1_B1	1T	124	342	1	0.00	0	3	6.30	5	630	0	1	100	0
20180204	1259	05	5	0013	1_B1	1T	113	136	1	0.00	0	1	6.80	3	680	1	0	100	680
20180204	1328	17	6	0013	1_B1	1T	112	362	1	0.00	0	3	2.50	1	250	0	1	100	0
20180204	1645	24	11	0013	1_B1	1T	124	413	1	0.00	0	4	3.20	4	320	0	1	100	0
20180204	1157	17	3	0013	1_B1	1T	135	542	1	0.00	0	5	5.69	4	570	0	1	100	0
20180207	1053	16	2	0013	1_B1	1T	133	315	1	0.00	0	3	12.69	4	1270	0	1	100	0
20180205	1306	11	6	0013	1_B1	1T	144	124	1	0.00	0	1	1.00	2	100	1	0	100	100
20180205	1338	11	7	0013	1_B1	1T	145	214	1	0.00	0	2	5.00	3	500	0	1	100	0
20180206	1518	12	1	0013	1_B1	1T	141	132	1	0.00	0	1	1.70	1	170	1	0	100	170
20180206	1543	12	2	0013	1_B1	1T	154	124	1	0.00	0	1	2.09	2	210	1	0	100	210
20180206	1608	12	3	0013	1_B1	1T	114	314	1	0.00	0	3	2.20	2	220	0	1	100	0
20180206	1634	12	4	0013	1_B1	1T	152	132	1	0.00	0	1	3.59	3	360	1	0	100	360
20180206	1731	12	6	0013	1_B1	1T	146	216	1	0.00	0	2	1.70	1	170	0	1	100	0
20180207	1121	16	3	0013	1_B1	1T	124	123	1	0.00	0	1	9.19	5	920	1	0	100	920
20180207	1122	21	6	0013	1_B1	1T	135	234	1	0.00	0	2	7.90	3	790	0	1	100	0
20180207	1151	21	7	0013	1_B1	1T	123	124	1	0.00	0	1	1.60	1	160	1	0	100	160
20180207	1255	21	9	0013	1_B1	1T	166	312	1	0.00	0	3	6.69	4	670	0	1	100	0
20180207	1323	16	7	0013	1_B1	1T	122	134	1	0.00	0	1	1.39	2	140	1	0	100	140
20180207	1358	16	8	0013	1_B1	1T	142	124	1	0.00	0	1	2.00	1	200	1	0	100	200
20180208	1126	02	2	0013	1_B1	1T	142	412	1	0.00	0	4	1.10	3	110	0	1	100	0
20180208	1152	02	3	0013	1_B1	1T	136	253	1	0.00	0	2	2.29	1	230	0	1	100	0
20180208	1247	02	5	0013	1_B1	1T	123	146	1	0.00	0	1	2.29	2	230	1	0	100	230
20180208	1316	02	6	0013	1_B1	1T	122	314	1	0.00	0	3	7.19	5	720	0	1	100	0
20180212	1519	07	1	0013	1_B1	1T	114	143	1	0.00	0	1	2.09	1	210	1	0	100	210
20180212	1611	07	3	0013	1_B1	1T	135	531	1	0.00	0	5	3.20	3	320	0	1	100	0
20180212	1732	07	6	0013	1_B1	1T	116	163	1	0.00	0	1	3.70	2	370	1	0	100	370
20180218	1604	15	3	0013	1_B1	1T	152	521	1	0.00	0	5	3.20	3	320	0	1	100	0
20180213	1043	18	5	0013	1_B1	1T	134	342	1	0.00	0	3	2.00	2	200	0	1	100	0
20180213	1114	18	6	0013	1_B1	1T	123	314	1	0.00	0	3	5.19	4	520	0	1	100	0
20180213	1157	17	3	0013	1_B1	1T	135	325	1	0.00	0	3	28.10	5	2810	0	1	100	0
