20200211233950,20190117,69,989124,989124
20200211235534,20190117,69,989124,989124
20200211235853,20190117,69,987685,987685
20200212000411,20190117,0,1000000,1000000
20200212000731,20190117,24,996915,996915
20200212001131,20190117,24,997165,997165
20200212001218,20190117,24,996915,996915
20200212003824,20190117,121,992450,992450
20200212004105,20190117,46,994686,994686
