201811160026149,20170101,stat_2T.properties,14,66,-1041,998959,66,21,84
201811160026424,20170102,stat_2T.properties,18,90,-2751,996208,156,20,78
201811160026913,20170103,stat_2T.properties,22,111,-4000,992208,267,20,74
201811160026769,20170104,stat_2T.properties,19,70,300,992508,337,21,75
20181116002654,20170105,stat_2T.properties,14,70,-950,991558,407,21,76
201811160026354,20170106,stat_2T.properties,12,69,-2330,989228,476,21,76
201811160026615,20170107,stat_2T.properties,13,54,-261,988967,530,22,77
201811160026923,20170108,stat_2T.properties,14,69,-313,988654,599,22,78
201811160026144,20170109,stat_2T.properties,11,47,670,989324,646,23,79
201811160026347,20170110,stat_2T.properties,11,47,-1470,987854,693,23,79
201811160026600,20170111,stat_2T.properties,13,54,580,988434,747,23,80
201811160026833,20170112,stat_2T.properties,14,49,-140,988294,796,23,81
20181116002662,20170113,stat_2T.properties,13,50,-2651,985643,846,22,81
201811160026333,20170114,stat_2T.properties,13,53,-2361,983282,899,22,81
201811160026578,20170115,stat_2T.properties,15,47,-581,982701,946,22,81
201811160026841,20170116,stat_2T.properties,12,54,-1431,981270,1000,22,81
20181116002667,20170117,stat_2T.properties,10,42,-462,980808,1042,22,81
201811160026269,20170118,stat_2T.properties,8,35,-271,980537,1077,22,81
201811160026456,20170119,stat_2T.properties,8,35,819,981356,1112,22,81
201811160026575,20170120,stat_2T.properties,6,18,-1300,980056,1130,22,81
201811160026801,20170121,stat_2T.properties,10,40,670,980726,1170,22,81
20181116002653,20170122,stat_2T.properties,11,43,-751,979975,1213,22,81
201811160026235,20170123,stat_2T.properties,11,28,-1110,978865,1241,22,82
201811160026445,20170124,stat_2T.properties,12,36,-480,978385,1277,22,82
201811160026736,20170125,stat_2T.properties,13,43,-1471,976914,1320,22,82
20181116002608,20170126,stat_2T.properties,12,54,1299,978213,1374,22,82
201811160026179,20170127,stat_2T.properties,10,33,-1362,976851,1407,22,82
201811160026390,20170128,stat_2T.properties,11,45,-1581,975270,1452,22,82
201811160026641,20170129,stat_2T.properties,11,55,-2330,972940,1507,22,82
201811160026849,20170130,stat_2T.properties,9,47,-270,972670,1554,22,82
201811160026946,20170131,stat_2T.properties,7,19,-350,972320,1573,22,82
201811160026109,20170201,stat_2T.properties,8,32,-190,972130,1605,22,82
201811160026277,20170202,stat_2T.properties,10,34,390,972520,1639,22,82
201811160026520,20170203,stat_2T.properties,13,50,-2300,970220,1689,22,82
201811160026792,20170204,stat_2T.properties,14,52,4680,974900,1741,22,82
201811160026282,20170205,stat_2T.properties,14,63,-771,974129,1804,22,82
201811160026505,20170206,stat_2T.properties,12,52,-3432,970697,1856,22,82
201811160026739,20170207,stat_2T.properties,11,54,-2360,968337,1910,22,82
201811160026965,20170208,stat_2T.properties,10,43,-170,968167,1953,22,82
201811160026133,20170209,stat_2T.properties,9,36,-1150,967017,1989,22,82
201811160026294,20170210,stat_2T.properties,8,36,-2061,964956,2025,22,82
201811160026490,20170211,stat_2T.properties,10,44,-1500,963456,2069,22,82
201811160026654,20170212,stat_2T.properties,9,35,-791,962665,2104,22,82
201811160026733,20170213,stat_2T.properties,6,13,-1070,961595,2117,22,82
201811160026833,20170214,stat_2T.properties,6,20,1320,962915,2137,22,82
20181116002626,20170215,stat_2T.properties,8,43,138,963053,2180,22,82
201811160026171,20170216,stat_2T.properties,7,30,427,963480,2210,22,82
201811160026317,20170217,stat_2T.properties,6,26,1598,965078,2236,22,82
201811160026509,20170218,stat_2T.properties,11,45,100,965178,2281,22,82
201811160026709,20170219,stat_2T.properties,9,45,1779,966957,2326,22,83
201811160026857,20170220,stat_2T.properties,8,31,-1801,965156,2357,22,83
20181116002600,20170221,stat_2T.properties,9,31,-162,964994,2388,22,83
201811160026146,20170222,stat_2T.properties,8,35,-560,964434,2423,22,83
201811160026290,20170223,stat_2T.properties,7,32,-610,963824,2455,22,83
201811160026464,20170224,stat_2T.properties,13,42,-3680,960144,2497,21,83
201811160026773,20170225,stat_2T.properties,17,75,-952,959192,2572,21,83
201811160026104,20170226,stat_2T.properties,17,78,-1882,957310,2650,22,83
201811160026390,20170227,stat_2T.properties,16,77,-521,956789,2727,22,83
201811160026654,20170228,stat_2T.properties,15,66,-121,956668,2793,22,83
201811160026826,20170301,stat_2T.properties,11,40,-1281,955387,2833,22,83
201811160026984,20170302,stat_2T.properties,9,36,917,956304,2869,22,83
