20200201211712,20190715,5,400080,400080
20200201211750,20190715,5,400080,400080
20200201211827,20190715,5,400080,400080
20200201211950,20190715,5,400080,400080
20200202202241,20190715,5,399850,399850
20200202203900,20190715,5,399850,399850
20200202203959,20190715,5,399850,399850
20200202204157,20190715,3,399820,399820
20200202204240,20190715,3,9820,9820
20200202204419,20190715,8,9669,9669
20200202204946,20190715,43,4893,4893
20200202205423,20190715,43,994893,994893
20200202210102,20190715,32,996754,996754
20200202211517,20190715,5,999850,999850
20200202211700,20190715,8,999669,999669
20200202211747,20190715,3,999050,999050
20200202212230,20190715,0,999960,999960
20200202212322,20190715,2,999840,999840
20200202212444,20190715,12,997498,997498
20200202212547,20190715,4,999050,999050
20200202212802,20190715,1,999870,999870
20200202212928,20190715,3,999889,999889
20200202213039,20190715,3,999989,999989
20200202213324,20190715,2,999400,999400
20200202213904,20190715,0,999020,999020
20200202214025,20190715,4,1001480,1001480
20200202214221,20190715,4,1000520,1000520
20200202214535,20190715,7,999530,999530
20200202214701,20190715,0,999940,999940
20200202214810,20190715,4,1001480,1001480
20200202214852,20190715,15,1000376,1000376
20200202214937,20190715,0,999870,999870
20200202215045,20190715,16,1000448,1000448
20200202215219,20190715,4,1001480,1001480
20200202215339,20190715,4,1001480,1001480
20200202215604,20190715,16,1000448,1000448
20200202220028,20190715,8,1001437,1001437
20200202220331,20190715,44,982070,982070
20200202220727,20190715,28,995774,995774
20200202220823,20190715,20,994897,994897
20200202221204,20190715,92,967330,967330
20200202221257,20190715,8,1000677,1000677
20200202221327,20190715,28,995774,995774
20200202221658,20190715,29,991398,991398
20200202222144,20190715,4,1000209,1000209
20200202222403,20190715,3,998220,998220
20200202222625,20190715,0,1000200,1000200
20200202222730,20190715,1,999770,999770
20200202222842,20190715,12,998527,998527
20200202222939,20190715,9,999987,999987
20200202223116,20190715,2,998059,998059
20200203012556,20190715,0,1000300,1000300
20200203012653,20190715,4,999960,999960
20200203012742,20190715,3,1000289,1000289
20200203012922,20190715,6,999440,999440
20200203013117,20190715,3,999000,999000
20200203013254,20190715,13,998850,998850
20200203013402,20190715,7,998790,998790
20200203013510,20190715,3,999000,999000
20200203013604,20190715,0,1000130,1000130
20200203013808,20190715,3,999810,999810
20200203013845,20190715,0,1000130,1000130
20200203014413,20190715,1,1000950,1000950
20200203014511,20190715,6,1000859,1000859
20200203014613,20190715,4,999660,999660
20200203014720,20190715,22,997590,997590
20200203014820,20190715,7,999090,999090
20200203015019,20190715,5,999880,999880
20200203015130,20190715,7,999090,999090
20200203015421,20190715,14,1000020,1000020
20200203015909,20190715,6,1000800,1000800
20200203020228,20190715,6,1000800,1000800
20200203020353,20190715,9,1000400,1000400
20200203020814,20190715,9,1000360,1000360
20200203021033,20190715,14,999980,999980
20200203021224,20190715,17,998080,998080
20200203021439,20190715,5,1002558,1002558
20200203021553,20190715,8,1002997,1002997
20200203021756,20190715,5,1002558,1002558
20200203021914,20190715,4,998559,998559
20200203022030,20190715,2,1000500,1000500
20200203022106,20190715,2,1000600,1000600
20200203022149,20190715,1,998780,998780
20200203022238,20190715,1,998380,998380
20200203022408,20190715,100,978226,978226
20200203022438,20190715,16,998672,998672
20200203022728,20190715,100,978226,978226
20200203022840,20190715,29,990288,990288
20200203022954,20190715,8,999670,999670
20200203023139,20190715,3,997680,997680
20200203023302,20190715,5,997620,997620
20200203023625,20190715,5,998310,998310
20200203023913,20190715,4,999030,999030
20200203024042,20190715,0,1000280,1000280
20200203024142,20190715,0,1000000,1000000
20200203024243,20190715,2,998690,998690
20200203024357,20190715,2,998670,998670
20200203024746,20190715,1,999290,999290
20200203025047,20190715,17,996865,996865
20200203030041,20190715,20,999939,999939
20200203031921,20190715,80,868800,868800
20200203032045,20190715,11,977400,977400
20200203032613,20190715,0,1000000,1000000
20200203033352,20190715,17,998958,998958
20200203033927,20190715,6,1002479,1002479
20200203034439,20190715,17,996229,996229
20200203034719,20190715,6,1002479,1002479
20200203035000,20190715,2,999619,999619
20200203035408,20190715,6,1000157,1000157
20200203035611,20190715,7,999907,999907
20200203040040,20190715,6,996130,996130
20200203040400,20190715,5,998350,998350
20200203041043,20190715,3,998910,998910
20200203041159,20190715,3,996280,996280
20200203041407,20190715,4,998220,998220
20200203041558,20190715,3,999720,999720
20200203225208,20190715,27,995738,995738
