20200201211845,20191123,3,399597,399597
20200202202255,20191123,1,399150,399150
20200202203909,20191123,1,399150,399150
20200202204009,20191123,1,399150,399150
20200202204205,20191123,1,399300,399300
20200202204249,20191123,1,9300,9300
20200202215353,20191123,4,999759,999759
20200202215642,20191123,12,997193,997193
20200202220051,20191123,7,1003037,1003037
20200202220345,20191123,76,850809,850809
20200202220737,20191123,49,942923,942923
20200202220831,20191123,41,954453,954453
20200202221303,20191123,8,987470,987470
20200202221336,20191123,49,942923,942923
20200202221706,20191123,25,949338,949338
20200202222156,20191123,5,994723,994723
20200202222417,20191123,5,988948,988948
20200202222631,20191123,1,998710,998710
20200202222737,20191123,0,995780,995780
20200202222856,20191123,6,984766,984766
20200202222949,20191123,3,992139,992139
20200202223127,20191123,4,992486,992486
20200203012605,20191123,1,1002287,1002287
20200203012704,20191123,5,1000644,1000644
20200203012752,20191123,6,999632,999632
20200203012940,20191123,6,1000426,1000426
20200203013126,20191123,5,998756,998756
20200203013321,20191123,15,1007842,1007842
20200203013414,20191123,6,996124,996124
20200203013519,20191123,5,998756,998756
20200203013611,20191123,1,1001845,1001845
20200203013818,20191123,1,1000941,1000941
20200203013852,20191123,1,1001845,1001845
20200203014422,20191123,2,1002734,1002734
20200203014522,20191123,11,998147,998147
20200203014623,20191123,2,997964,997964
20200203014837,20191123,11,994662,994662
20200203015034,20191123,7,996357,996357
20200203015147,20191123,11,994662,994662
20200203015450,20191123,9,998557,998557
20200203015927,20191123,7,1002273,1002273
20200203020248,20191123,7,1002273,1002273
20200203020422,20191123,11,1009212,1009212
20200203020843,20191123,11,1009442,1009442
20200203021103,20191123,16,1007278,1007278
20200203021304,20191123,16,1003004,1003004
20200203021456,20191123,2,1005554,1005554
20200203021610,20191123,3,999492,999492
20200203021811,20191123,2,1005554,1005554
20200203021927,20191123,8,992565,992565
20200203022043,20191123,1,1000835,1000835
20200203022119,20191123,2,997545,997545
20200203022158,20191123,0,993378,993378
20200203022248,20191123,1,990008,990008
20200203022447,20191123,37,949278,949278
20200203022745,20191123,151,781448,781448
20200203022849,20191123,28,942928,942928
20200203023001,20191123,12,983225,983225
20200203023153,20191123,3,987089,987089
20200203023319,20191123,7,983223,983223
20200203023642,20191123,7,982813,982813
20200203023928,20191123,1,986324,986324
20200203024052,20191123,0,996246,996246
20200203024147,20191123,0,1000000,1000000
20200203024252,20191123,1,994809,994809
20200203024409,20191123,4,991456,991456
20200203024752,20191123,0,999490,999490
20200203025115,20191123,12,972142,972142
20200203030051,20191123,80,885732,885732
20200203032055,20191123,13,801000,801000
20200203032628,20191123,0,1000000,1000000
20200203033410,20191123,9,978684,978684
20200203033936,20191123,1,992787,992787
20200203034454,20191123,8,980355,980355
20200203034729,20191123,1,992787,992787
20200203035012,20191123,2,991991,991991
20200203035423,20191123,7,978882,978882
20200203035633,20191123,7,977075,977075
20200203040053,20191123,14,969622,969622
20200203040408,20191123,11,984995,984995
20200203041049,20191123,9,988886,988886
20200203041206,20191123,6,988578,988578
20200203041414,20191123,4,996108,996108
20200203041607,20191123,4,992986,992986
20200203225237,20191123,23,981122,981122
20200203225828,20191123,16,982265,982265
20200203230021,20191123,20,983988,983988
20200203230106,20191123,2,995169,995169
20200203230258,20191123,2,995169,995169
20200203230517,20191123,40,969986,969986
20200203230701,20191123,40,969986,969986
20200203231027,20191123,52,956001,956001
20200203231147,20191123,6,1004293,1004293
20200203231401,20191123,3,996159,996159
20200203231552,20191123,2,1009877,1009877
20200203231725,20191123,13,1005297,1005297
20200203232124,20191123,39,992086,992086
20200203232401,20191123,7,996479,996479
20200203232637,20191123,10,985865,985865
20200203235001,20191123,2,996998,996998
20200203235329,20191123,25,962372,962372
20200203235651,20191123,45,911901,911901
20200203235849,20191123,6,987123,987123
20200204000001,20191123,2,992367,992367
20200204000155,20191123,18,976517,976517
20200204000413,20191123,25,962372,962372
20200204000607,20191123,31,952356,952356
20200204000921,20191123,44,930784,930784
20200204001111,20191123,5,989597,989597
20200204001324,20191123,9,979586,979586
20200204001552,20191123,5,989597,989597
20200204001740,20191123,6,987617,987617
20200204002106,20191123,12,968294,968294
20200204002341,20191123,10,975387,975387
20200204002651,20191123,12,968617,968617
20200204002846,20191123,7,978891,978891
20200204003048,20191123,7,988966,988966
20200204003320,20191123,5,979304,979304
20200204003549,20191123,10,986686,986686
20200204004001,20191123,20,938511,938511
20200204004304,20191123,12,968617,968617
20200204004703,20191123,23,993687,993687
20200204005007,20191123,16,950694,950694
20200204005433,20191123,2,995208,995208
20200204005942,20191123,212,446033,446033
20200205223742,20191123,86,828592,828592
20200205223839,20191123,57,899738,899738
20200205224041,20191123,5,990622,990622
20200205224117,20191123,4,993239,993239
20200205224351,20191123,38,886858,886858
20200205225459,20191123,190,472793,472793
