20190526235210,20190408,23,唐津,２日目,ip,0,,,,396496,5,,Bet{1T/2/100/6.0},1,1.3,0,0,100,N,0,AABBAA,12300
20190526235210,20190408,16,児島,２日目,ip,0,,,,396496,2,,Bet{1T/1/100/2.2},4,10.5,0,0,100,N,0,BBBBBB,12400
20190526235210,20190408,02,戸田,３日目,ip,0,,,,397206,2,,Bet{1T/2/100/7.2},2,8.1,0,0,100,Y,810,BBBABB,12400
20190526235210,20190408,18,徳山,２日目,ip,0,,,,397586,7,,Bet{1T/2/100/3.7},2,4.8,0,0,100,Y,480,BBBABA,12400
20190526235210,20190408,02,戸田,３日目,ip,0,,,,398026,4,,Bet{1T/2/100/5.2},2,5.4,0,0,100,Y,540,BBAABA,12400
20190526235210,20190408,22,福岡,５日目,ip,0,,,,397926,2,,Bet{1T/1/100/1.4},2,12.5,0,0,100,N,0,ABBABB,12500
20190526235210,20190408,23,唐津,２日目,ip,0,,,,397826,9,,Bet{1T/1/100/4.6},2,1.4,0,0,100,N,0,BAABBA,12600
20190526235210,20190408,05,多摩川,２日目,ip,0,,,,397726,5,,Bet{1T/1/100/4.5},4,26.1,0,0,100,N,0,BAABBA,12700
20190526235210,20190408,02,戸田,３日目,ip,0,,,,397945,6,,Bet{1T/2/100/6.3},2,4.2,0,0,100,Y,419,BBAAAA,12700
20190526235210,20190408,16,児島,２日目,ip,0,,,,397845,7,,Bet{1T/2/100/3.7},特払,0.7,0,0,100,N,0,BAABBA,12800
20190526235210,20190408,23,唐津,２日目,ip,0,,,,397845,10,,Bet{1T/4/100/12.3},1,1.3,0,0,100,N,0,AABABA,12900
20190526235210,20190408,22,福岡,５日目,ip,0,,,,397765,5,,Bet{1T/1/100/2.4},1,1.2,0,0,100,Y,120,ABAAAB,12900
20190526235210,20190408,11,びわこ,２日目,ip,0,,,,397665,8,,Bet{1T/1/100/3.0},5,1.9,0,0,100,N,0,BABBAA,13000
20190526235210,20190408,23,唐津,２日目,ip,0,,,,397665,11,,Bet{1T/2/100/8.2},1,1.7,0,0,100,N,0,AABAAA,13100
20190526235210,20190408,11,びわこ,２日目,ip,0,,,,397565,9,,Bet{1T/2/100/4.6},5,3.5,0,0,100,N,0,BBABAA,13200
20190526235210,20190408,15,丸亀,初日,ip,0,,,,397365,2,,Bet{1T/4/100/15.0},1,1.6,0,0,100,N,0,BBBBBB,13300
20190526235210,20190408,01,桐生,３日目,ip,0,,,,398005,2,,Bet{1T/5/100/8.1},5,6.4,0,0,100,Y,640,BBBAAB,13300
20190526235210,20190408,15,丸亀,初日,ip,0,,,,397905,6,,Bet{1T/1/100/2.5},6,2.9,0,0,100,N,0,BABBAA,13400
20190526235521,20190408,23,唐津,２日目,ip,0,,,,396496,5,,Bet{1T/2/100/6.0},1,1.3,0,0,100,N,0,AABBAA,12300
20190526235521,20190408,16,児島,２日目,ip,0,,,,396496,2,,Bet{1T/1/100/2.2},4,10.5,0,0,100,N,0,BBBBBB,12400
