20190912002733,20190723,stat_2T.properties,11,9,397747,397747
20190912002825,20190723,stat_2T.properties,11,9,397747,397747
20190912002923,20190723,stat_2T.properties,11,24,380442,380442
20190912003129,20190723,stat_2T.properties,11,9,397747,397747
20190912003704,20190723,stat_2T.properties,11,24,380442,380442
20190912004035,20190723,stat_2T.properties,11,9,398699,398699
20190912004117,20190723,stat_2T.properties,11,6,397669,397669
20190912004151,20190723,stat_2T.properties,11,4,398310,398310
20190912004213,20190723,stat_2T.properties,11,0,399048,399048
20190912004313,20190723,stat_2T.properties,11,6,397698,397698
20190912004602,20190723,stat_2T.properties,11,18,382744,382744
20190912004902,20190723,stat_2T.properties,11,3,398920,398920
20190912225825,20190723,stat_2T.properties,11,9,398879,398879
20190912230003,20190723,stat_2T.properties,11,24,380442,380442
20190912234653,20190723,stat_2T.properties,11,0,400000,400000
20190912234823,20190723,stat_2T.properties,11,0,400000,400000
20190912235217,20190723,stat_2T.properties,11,24,380003,380003
20190912235815,20190723,stat_2T.properties,11,6,397328,397328
20190912235857,20190723,stat_2T.properties,11,6,397698,397698
20190912235925,20190723,stat_2T.properties,11,6,397698,397698
20190912235944,20190723,stat_2T.properties,11,6,397698,397698
20190913000006,20190723,stat_2T.properties,11,3,397680,397680
20190913000036,20190723,stat_2T.properties,11,3,399848,399848
20190913000104,20190723,stat_2T.properties,11,2,400268,400268
20190913000124,20190723,stat_2T.properties,11,2,399339,399339
20190913000204,20190723,stat_2T.properties,11,13,380828,380828
20190913000229,20190723,stat_2T.properties,11,9,385598,385598
20190913001010,20190723,stat_2T.properties,11,3,400208,400208
20190913001301,20190723,stat_2T.properties,11,2,401200,401200
20190913001559,20190723,stat_2T.properties,11,4,400590,400590
20190913001710,20190723,stat_2T.properties,11,10,398337,398337
20190913001812,20190723,stat_2T.properties,11,4,393749,393749
20190913002307,20190723,stat_2T.properties,11,0,398740,398740
20190913002826,20190723,stat_2T.properties,11,4,399219,399219
20190913002847,20190723,stat_2T.properties,11,1,402370,402370
20190913003342,20190723,stat_2T.properties,11,2,397069,397069
20190913003441,20190723,stat_2T.properties,11,1,397139,397139
20190913003502,20190723,stat_2T.properties,11,16,384934,384934
20190913003601,20190723,stat_2T.properties,11,16,385686,385686
20190913003618,20190723,stat_2T.properties,11,9,392939,392939
20190913003645,20190723,stat_2T.properties,11,11,390597,390597
20190913003709,20190723,stat_2T.properties,11,6,397029,397029
20190913003724,20190723,stat_2T.properties,11,4,394550,394550
20190913003743,20190723,stat_2T.properties,11,4,397160,397160
20190913003820,20190723,stat_2T.properties,11,2,398950,398950
20190913003845,20190723,stat_2T.properties,11,0,400000,400000
20190913003900,20190723,stat_2T.properties,11,1,397530,397530
20190913003925,20190723,stat_2T.properties,11,12,387457,387457
20190913003940,20190723,stat_2T.properties,11,7,396869,396869
20190913003956,20190723,stat_2T.properties,11,5,394560,394560
20190913004052,20190723,stat_2T.properties,11,3,395100,395100
20190913004106,20190723,stat_2T.properties,11,2,398010,398010
20190913004123,20190723,stat_2T.properties,11,3,393880,393880
20190913004140,20190723,stat_2T.properties,11,2,396110,396110
20190913004238,20190723,stat_2T.properties,11,0,400000,400000
20190913004257,20190723,stat_2T.properties,11,1,397530,397530
20190913005310,20190723,stat_2T.properties,11,1,394768,394768
20190913005404,20190723,stat_2T.properties,11,1,393859,393859
20190913005431,20190723,stat_2T.properties,11,1,394029,394029
20190913005634,20190723,stat_2T.properties,11,21,378691,378691
20190913005657,20190723,stat_2T.properties,11,12,384357,384357
20190913005716,20190723,stat_2T.properties,11,10,388641,388641
20190913005737,20190723,stat_2T.properties,11,6,384364,384364
20190913005757,20190723,stat_2T.properties,11,3,389289,389289
20190913005829,20190723,stat_2T.properties,11,10,390441,390441
20190913005851,20190723,stat_2T.properties,11,3,391089,391089
20190913005913,20190723,stat_2T.properties,11,2,397679,397679
20190913005935,20190723,stat_2T.properties,11,2,395879,395879
20190913010007,20190723,stat_2T.properties,11,9,394334,394334
20190913010026,20190723,stat_2T.properties,11,15,394327,394327
20190913010212,20190723,stat_2T.properties,11,9,394998,394998
20190913010232,20190723,stat_2T.properties,11,6,399869,399869
20190913010251,20190723,stat_2T.properties,11,6,399869,399869
20190913010306,20190723,stat_2T.properties,11,0,400000,400000
20190913010336,20190723,stat_2T.properties,11,6,397509,397509
20190913010349,20190723,stat_2T.properties,11,0,397640,397640
20190913010410,20190723,stat_2T.properties,11,6,399869,399869
20190913010432,20190723,stat_2T.properties,11,9,398989,398989
20190913010450,20190723,stat_2T.properties,11,0,396159,396159
20190913010505,20190723,stat_2T.properties,11,2,396499,396499
20190913010527,20190723,stat_2T.properties,11,18,387976,387976
20190913010541,20190723,stat_2T.properties,11,0,392449,392449
20190913010607,20190723,stat_2T.properties,11,0,399969,399969
20190913010625,20190723,stat_2T.properties,11,3,398038,398038
20190913010641,20190723,stat_2T.properties,11,7,391998,391998
20190913010653,20190723,stat_2T.properties,11,4,397878,397878
20190913010710,20190723,stat_2T.properties,11,2,396940,396940
20190913010731,20190723,stat_2T.properties,11,14,379227,379227
20190913010839,20190723,stat_2T.properties,11,10,388658,388658
20190913010854,20190723,stat_2T.properties,11,2,393479,393479
20190913010907,20190723,stat_2T.properties,11,0,398799,398799
20190913010923,20190723,stat_2T.properties,11,0,399180,399180
20190913010943,20190723,stat_2T.properties,11,2,394130,394130
20190913010959,20190723,stat_2T.properties,11,4,393119,393119
20190913011017,20190723,stat_2T.properties,11,2,395029,395029
20190913011036,20190723,stat_2T.properties,11,4,392929,392929
20190913011052,20190723,stat_2T.properties,11,4,393119,393119
20190913011115,20190723,stat_2T.properties,11,5,393379,393379
20190913011132,20190723,stat_2T.properties,11,0,399580,399580
20190913011254,20190723,stat_2T.properties,11,23,384015,384015
20190913011331,20190723,stat_2T.properties,11,14,385136,385136
20190913011349,20190723,stat_2T.properties,11,12,389088,389088
20190913011403,20190723,stat_2T.properties,11,8,391509,391509
20190913011430,20190723,stat_2T.properties,11,8,392894,392894
20190913011503,20190723,stat_2T.properties,11,4,391905,391905
20190913011524,20190723,stat_2T.properties,11,4,395439,395439
20190913011548,20190723,stat_2T.properties,11,2,400859,400859
20190913011616,20190723,stat_2T.properties,11,1,399580,399580
20190913011650,20190723,stat_2T.properties,11,4,390259,390259
20190913011715,20190723,stat_2T.properties,11,4,394489,394489
20190913011849,20190723,stat_2T.properties,11,4,394489,394489
20190913011914,20190723,stat_2T.properties,11,4,394489,394489
20190913011933,20190723,stat_2T.properties,11,12,391821,391821
20190913011953,20190723,stat_2T.properties,11,23,370778,370778
20190913012014,20190723,stat_2T.properties,11,4,394489,394489
20190913012038,20190723,stat_2T.properties,11,4,391529,391529
20190913012104,20190723,stat_2T.properties,11,4,387995,387995
20190913012212,20190723,stat_2T.properties,11,8,361921,361921
20190913012256,20190723,stat_2T.properties,11,46,298414,298414
20190913012344,20190723,stat_2T.properties,11,18,376366,376366
20190913012409,20190723,stat_2T.properties,11,20,362825,362825
20190913012424,20190723,stat_2T.properties,11,2,386459,386459
20190913012449,20190723,stat_2T.properties,11,1,398161,398161
20190913012518,20190723,stat_2T.properties,11,1,398161,398161
20190913012925,20190723,stat_2T.properties,11,0,397197,397197
20190913012950,20190723,stat_2T.properties,11,11,381187,381187
20190913013115,20190723,stat_2T.properties,11,5,399821,399821
20190913013145,20190723,stat_2T.properties,11,5,399133,399133
20190913013206,20190723,stat_2T.properties,11,1,403437,403437
20190913013226,20190723,stat_2T.properties,11,0,406488,406488
20190913013354,20190723,stat_2T.properties,11,0,395629,395629
20190913013412,20190723,stat_2T.properties,11,0,395328,395328
20190913013430,20190723,stat_2T.properties,11,0,401810,401810
20190913013449,20190723,stat_2T.properties,11,0,403530,403530
20190913013542,20190723,stat_2T.properties,11,0,394869,394869
20190913013604,20190723,stat_2T.properties,11,0,401820,401820
20190913013709,20190723,stat_2T.properties,11,0,395539,395539
20190913013730,20190723,stat_2T.properties,11,0,395539,395539
