04	1212	4	13	66	10	10140	15.15	153.64	3540	0.03
04	1212	5	12	59	23	6090	38.98	103.22	190	0.02
04	1212	8	12	58	27	6070	46.55	104.66	270	0.02
04	1212	8	13	58	12	7300	20.69	125.86	1500	0.02
04	1212	9	12	45	23	5420	51.11	120.44	920	0.02
04	1212	9	13	45	9	6140	20.00	136.44	1640	0.02
04	1215	2	15	27	8	6200	29.63	229.63	3500	0.01
04	1215	5	12	18	11	2900	61.11	161.11	1100	0.01
04	1221	1	12	21	11	3000	52.38	142.86	900	0.01
04	1312	5	12	16	8	2370	50.00	148.13	770	0.01
04	1313	1	15	95	10	9520	10.53	100.21	20	0.04
04	1313	2	16	99	11	14590	11.11	147.37	4690	0.04
04	1313	3	12	97	20	10120	20.62	104.33	420	0.04
04	1313	3	15	97	12	15550	12.37	160.31	5850	0.04
04	1313	4	12	93	21	9510	22.58	102.26	210	0.04
04	1313	5	12	72	19	9570	26.39	132.92	2370	0.03
04	1313	6	12	64	23	11840	35.94	185.00	5440	0.03
04	1313	8	13	64	31	6570	48.44	102.66	170	0.03
04	1313	9	12	52	14	6000	26.92	115.38	800	0.02
04	1315	1	12	41	10	4540	24.39	110.73	440	0.02
04	1315	2	12	41	13	5060	31.71	123.41	960	0.02
04	1315	4	13	29	9	2940	31.03	101.38	40	0.01
04	1315	6	15	35	8	3810	22.86	108.86	310	0.01
04	1412	2	12	17	8	2140	47.06	125.88	440	0.01
04	1412	9	12	19	8	2560	42.11	134.74	660	0.01
04	1414	1	24	229	20	27200	8.73	118.78	4300	0.09
04	1414	1	35	229	8	25070	3.49	109.48	2170	0.09
04	1414	2	12	164	43	19440	26.22	118.54	3040	0.06
04	1414	2	13	164	31	16740	18.90	102.07	340	0.06
04	1414	3	13	142	27	15260	19.01	107.46	1060	0.06
04	1414	4	15	135	14	14910	10.37	110.44	1410	0.05
04	1414	4	46	135	9	15230	6.67	112.81	1730	0.05
04	1414	5	12	123	25	12660	20.33	102.93	360	0.05
04	1414	5	13	123	20	15230	16.26	123.82	2930	0.05
04	1414	5	16	123	11	17660	8.94	143.58	5360	0.05
04	1414	5	46	123	9	20950	7.32	170.33	8650	0.05
04	1414	6	16	105	8	13600	7.62	129.52	3100	0.04
04	1414	6	45	105	10	20500	9.52	195.24	10000	0.04
04	1414	7	13	122	19	12950	15.57	106.15	750	0.05
04	1414	7	34	122	8	15170	6.56	124.34	2970	0.05
04	1414	8	45	92	9	11280	9.78	122.61	2080	0.04
04	1414	10	12	65	16	7980	24.62	122.77	1480	0.03
04	1415	3	12	23	9	2780	39.13	120.87	480	0.01
04	1441	1	13	54	12	8330	22.22	154.26	2930	0.02
04	1515	1	12	43	11	4510	25.58	104.88	210	0.02
04	1515	5	13	58	9	7560	15.52	130.34	1760	0.02
04	1515	6	13	50	8	7030	16.00	140.60	2030	0.02
04	1515	6	14	50	11	10360	22.00	207.20	5360	0.02
04	1515	7	12	46	12	6140	26.09	133.48	1540	0.02
04	1515	7	15	46	17	5080	36.96	110.43	480	0.02
04	1515	8	12	37	11	5610	29.73	151.62	1910	0.01
04	1515	10	15	21	10	2730	47.62	130.00	630	0.01
04	1551	6	12	36	9	4550	25.00	126.39	950	0.01
04	1551	9	15	19	9	3050	47.37	160.53	1150	0.01
04	1616	9	16	23	8	2470	34.78	107.39	170	0.01
04	2121	6	12	44	20	5120	45.45	116.36	720	0.02
04	2121	7	12	39	18	4250	46.15	108.97	350	0.02
04	2121	9	12	37	18	3720	48.65	100.54	20	0.01
04	2123	10	12	9	8	3120	88.89	346.67	2220	0.00
04	2125	8	12	15	8	1720	53.33	114.67	220	0.01
04	2323	4	23	20	8	2360	40.00	118.00	360	0.01
04	2323	5	23	18	11	2910	61.11	161.67	1110	0.01
04	2323	8	23	23	8	2490	34.78	108.26	190	0.01
04	2323	9	23	21	9	2490	42.86	118.57	390	0.01
04	2323	10	23	18	8	2050	44.44	113.89	250	0.01
04	2424	4	23	34	9	5820	26.47	171.18	2420	0.01
04	2424	5	23	45	8	4730	17.78	105.11	230	0.02
04	2424	6	23	37	8	3800	21.62	102.70	100	0.01
04	2424	7	12	51	14	6670	27.45	130.78	1570	0.02
04	2424	10	24	19	8	2400	42.11	126.32	500	0.01
04	3131	2	23	47	8	8070	17.02	171.70	3370	0.02
04	3131	6	13	53	21	5670	39.62	106.98	370	0.02
04	3131	6	34	53	8	8140	15.09	153.58	2840	0.02
04	3131	10	23	40	11	7550	27.50	188.75	3550	0.02
04	3232	9	23	20	8	2160	40.00	108.00	160	0.01
04	3434	5	34	27	10	3110	37.04	115.19	410	0.01
04	4141	1	12	65	11	6550	16.92	100.77	50	0.03
04	4141	2	12	46	8	7980	17.39	173.48	3380	0.02
04	4141	3	12	72	16	10530	22.22	146.25	3330	0.03
04	4141	3	13	72	11	12950	15.28	179.86	5750	0.03
04	4141	4	24	55	10	6340	18.18	115.27	840	0.02
04	4141	6	24	60	8	6780	13.33	113.00	780	0.02
04	4141	7	34	57	11	5770	19.30	101.23	70	0.02
04	4141	8	24	62	9	7650	14.52	123.39	1450	0.02
04	4141	9	14	50	19	5100	38.00	102.00	100	0.02
04	4141	10	24	56	9	6200	16.07	110.71	600	0.02
04	4242	4	24	28	8	2930	28.57	104.64	130	0.01
04	5151	9	15	31	11	3930	35.48	126.77	830	0.01
04	5151	10	15	27	9	2770	33.33	102.59	70	0.01
04	5151	10	35	27	8	5550	29.63	205.56	2850	0.01
04	5252	8	25	18	8	2970	44.44	165.00	1170	0.01
05	1212	1	25	114	9	19110	7.89	167.63	7710	0.04
05	1212	2	14	76	11	8480	14.47	111.58	880	0.03
05	1212	4	12	64	27	6440	42.19	100.63	40	0.03
05	1212	5	12	58	27	5880	46.55	101.38	80	0.02
05	1212	8	16	54	8	8310	14.81	153.89	2910	0.02
05	1212	9	12	43	22	4970	51.16	115.58	670	0.02
05	1212	9	13	43	8	5010	18.60	116.51	710	0.02
05	1214	1	12	21	8	2120	38.10	100.95	20	0.01
05	1215	1	14	40	9	8310	22.50	207.75	4310	0.02
05	1215	3	12	24	9	2410	37.50	100.42	10	0.01
05	1221	4	12	17	8	2070	47.06	121.76	370	0.01
05	1312	1	12	21	9	2620	42.86	124.76	520	0.01
05	1312	3	12	18	10	2890	55.56	160.56	1090	0.01
05	1313	1	12	113	22	12680	19.47	112.21	1380	0.04
05	1313	1	15	113	9	12230	7.96	108.23	930	0.04
05	1313	3	12	102	21	11270	20.59	110.49	1070	0.04
05	1313	3	23	102	10	12390	9.80	121.47	2190	0.04
05	1313	4	13	75	29	7850	38.67	104.67	350	0.03
05	1313	4	15	75	10	8770	13.33	116.93	1270	0.03
05	1313	5	13	95	44	10760	46.32	113.26	1260	0.04
05	1313	5	14	95	12	10570	12.63	111.26	1070	0.04
05	1313	6	15	79	8	10940	10.13	138.48	3040	0.03
05	1313	7	12	68	18	10140	26.47	149.12	3340	0.03
05	1313	9	14	70	10	7950	14.29	113.57	950	0.03
05	1315	1	12	87	21	9430	24.14	108.39	730	0.03
05	1315	1	14	87	11	9400	12.64	108.05	700	0.03
05	1315	1	15	87	13	10420	14.94	119.77	1720	0.03
05	1315	2	14	47	8	5660	17.02	120.43	960	0.02
05	1315	3	12	43	11	4790	25.58	111.40	490	0.02
05	1315	3	13	43	13	4370	30.23	101.63	70	0.02
